,time[ms],cpu_load,cpu_scaling_freq
0,0,,1996.0
1,100,1.0,1996.0
2,200,0.9090909090909092,1996.0
3,300,1.0,1996.0
4,400,,
5,500,,1996.0
6,600,,
7,700,,1996.0
8,800,0.4117647058823529,1843.0
9,900,,
10,1000,,1996.0
11,1100,0.6923076923076923,1747.0
12,1200,0.3636363636363637,1996.0
13,1300,0.4166666666666667,1996.0
14,1400,0.2222222222222222,1363.0
15,1500,,
16,1600,,1996.0
17,1700,,
18,1800,,1747.0
19,1900,0.3809523809523809,1996.0
20,2000,0.3333333333333333,979.0
21,2100,0.2727272727272727,1536.0
22,2200,0.1,1996.0
23,2300,0.08333333333333333,1747.0
24,2400,,
25,2500,,825.0
26,2600,0.18181818181818185,1536.0
27,2700,0.3,1747.0
28,2800,,
29,2900,,1843.0
30,3000,0.18181818181818185,1996.0
31,3100,0.09090909090909093,1363.0
32,3200,,
33,3300,,825.0
34,3400,0.2,1747.0
35,3500,0.1,1996.0
36,3600,0.3076923076923077,1536.0
37,3700,0.25,1996.0
38,3800,,
39,3900,,1996.0
40,4000,0.07692307692307693,1996.0
41,4100,0.3076923076923077,1747.0
42,4200,0.4,979.0
43,4300,0.375,1363.0
44,4400,0.18181818181818185,1363.0
45,4500,0.2222222222222222,1363.0
46,4600,0.2727272727272727,1996.0
47,4700,0.25,1996.0
48,4800,,
49,4900,,1363.0
50,5000,0.16666666666666666,1747.0
51,5100,0.25,1996.0
52,5200,0.0,1996.0
53,5300,0.18181818181818185,825.0
54,5400,0.18181818181818185,979.0
55,5500,0.2,1996.0
56,5600,0.3333333333333333,1747.0
57,5700,0.125,1996.0
58,5800,0.2222222222222222,825.0
59,5900,0.09090909090909093,825.0
60,6000,0.2727272727272727,1747.0
61,6100,0.1111111111111111,1996.0
62,6200,0.18181818181818185,1363.0
63,6300,,
64,6400,,1363.0
65,6500,0.2307692307692308,825.0
66,6600,0.1,1996.0
67,6700,0.18181818181818185,1747.0
68,6800,0.3333333333333333,1996.0
69,6900,0.0,1996.0
70,7000,,
71,7100,,1996.0
72,7200,0.2307692307692308,1363.0
73,7300,0.2,1747.0
74,7400,0.1,825.0
75,7500,0.16666666666666666,1363.0
76,7600,0.3636363636363637,1536.0
77,7700,,
78,7800,,1996.0
79,7900,0.3,1536.0
80,8000,0.3333333333333333,1996.0
0,0,,1996.0
