time,w
12:47:00:886948,2.22423
12:47:01:172556,2.22423
12:47:01:473435,2.22423
12:47:01:686929,2.22423
12:47:01:962940,2.22423
12:47:02:241765,2.22423
12:47:02:509437,2.22423
12:47:02:779528,2.22423
12:47:03:072495,2.22423
12:47:03:325704,2.22423
12:47:03:578869,2.22423
12:47:03:868428,2.22423
12:47:04:132484,2.22423
12:47:04:436445,2.22423
12:47:04:678002,2.22423
12:47:04:947818,2.22423
12:47:05:215915,2.22423
12:47:05:534262,2.22423
12:47:05:751382,2.22423
12:47:06:032595,2.22423
12:47:06:324158,2.22423
12:47:06:637009,2.22423
12:47:06:847607,2.22423
12:47:07:117675,2.22423
12:47:07:394125,2.22423
12:47:07:658686,2.22423
12:47:07:931419,2.22423
12:47:08:203205,2.22423
12:47:08:503307,2.22423
12:47:08:732707,2.22423
