time,w
12:45:44:021048,2.22423
12:45:44:312860,2.22423
12:45:44:558787,2.22423
12:45:44:837130,2.22423
12:45:45:106441,2.22423
12:45:45:418597,2.22423
12:45:45:652180,2.22423
12:45:45:918251,2.22423
12:45:46:185895,2.22423
12:45:46:496437,2.22423
12:45:46:728496,2.22423
12:45:46:997079,2.22423
12:45:47:273695,2.22423
12:45:47:592639,2.21932
12:45:47:806803,2.21932
12:45:48:080691,2.22423
12:45:48:370017,2.22423
12:45:48:628702,2.21932
12:45:48:894026,2.21932
12:45:49:168163,2.22423
12:45:49:489392,2.22423
12:45:49:699109,2.22423
12:45:49:981032,2.22423
12:45:50:249167,2.22423
12:45:50:569393,2.22423
12:45:50:781118,2.22423
12:45:51:068767,2.22423
12:45:51:335224,2.22423
12:45:51:665304,2.22423
12:45:51:882451,2.21932
