time,w
12:49:34:359919,2.22876
12:49:34:604351,2.22876
12:49:34:891835,2.22876
12:49:35:157506,2.22876
12:49:35:475071,2.22423
12:49:35:699644,2.22423
12:49:35:970828,2.22876
12:49:36:246684,2.22876
12:49:36:560859,2.22423
12:49:36:774420,2.22423
12:49:37:059018,2.22876
12:49:37:363315,2.22876
12:49:37:614165,2.22423
12:49:37:857646,2.22423
12:49:38:127284,2.22384
12:49:38:419210,2.22384
12:49:38:672836,2.22423
12:49:38:950315,2.22423
12:49:39:223921,2.22876
12:49:39:525943,2.22876
12:49:39:752530,2.22423
12:49:40:039471,2.22423
12:49:40:294093,2.22423
12:49:40:623233,2.22423
12:49:40:851602,2.22876
12:49:41:157565,2.22876
12:49:41:392098,2.21932
12:49:41:720168,2.21932
12:49:41:921575,2.22423
12:49:42:205308,2.22423
