time,w
12:44:36:355563,2.2197
12:44:36:643349,2.22423
12:44:36:891399,2.22423
12:44:37:161082,2.22423
12:44:37:444282,2.22423
12:44:37:701128,2.22423
12:44:37:978939,2.22423
12:44:38:244993,2.22423
12:44:38:542883,2.22423
12:44:38:777539,2.22423
12:44:39:060054,2.22423
12:44:39:319688,2.22423
12:44:39:641417,2.22423
12:44:39:861825,2.22423
12:44:40:139071,2.22423
12:44:40:430410,2.22423
12:44:40:738426,2.22423
12:44:40:969976,2.22423
12:44:41:219808,2.22423
12:44:41:503883,2.22423
12:44:41:836680,2.22423
12:44:42:037979,2.22423
12:44:42:305417,2.22423
12:44:42:595281,2.22423
12:44:42:851229,2.22423
12:44:43:117184,2.22423
12:44:43:381261,2.22423
12:44:43:689270,2.22423
12:44:43:933857,2.22423
12:44:44:209823,2.22423
