time,w
02:43:41:403235,1.25488
02:43:41:642335,1.42065
02:43:41:911440,1.42065
02:43:42:172538,0.85656
02:43:42:498529,0.85656
02:43:42:721761,0.56886
02:43:42:994100,0.56886
02:43:43:260333,0.58882
02:43:43:534224,0.58882
02:43:43:805086,0.48902000000000007
02:43:44:074360,0.48902000000000007
02:43:44:351226,0.46407000000000004
02:43:44:620219,0.46407000000000004
02:43:44:884506,0.50399
02:43:45:164987,0.50399
02:43:45:434375,0.51397
02:43:45:708091,0.51397
02:43:45:981191,0.5988
02:43:46:249209,0.5988
02:43:46:546567,0.50898
02:43:46:792538,0.50898
02:43:47:063687,0.51896
02:43:47:332178,0.51896
02:43:47:600261,0.57884
02:43:47:867909,0.57884
02:43:48:146427,0.5988
02:43:48:406342,0.5988
02:43:48:674990,0.49401000000000006
02:43:48:951430,0.49401000000000006
02:43:49:228960,0.49900000000000005
02:43:49:513118,0.49900000000000005
