,time[ms],pmodel
0,0,1.4054971521568294
1,100,1.4054971521568294
2,200,1.4167534656220826
3,300,1.392439536142216
4,400,1.455592516823919
5,500,1.4970654406831816
6,600,1.6263938556344115
7,700,1.5020631565374507
8,800,1.3264308261985818
9,900,1.2578356503920025
10,1000,1.2645715518033636
11,1100,1.1963527417869821
12,1200,0.9585728421072465
13,1300,1.126102848350988
14,1400,0.9317873629658121
15,1500,1.0188423330593435
16,1600,0.8852741789439639
17,1700,0.8834704007244305
18,1800,0.9438411411340493
19,1900,0.8669036446502271
20,2000,0.977902537296426
21,2100,0.9321466664984458
22,2200,1.2156538728888893
23,2300,1.1701532640517316
24,2400,1.3379214192062747
25,2500,1.092163604849814
26,2600,1.1025202837253394
27,2700,0.8005273131685123
28,2800,0.7501478786194226
29,2900,0.6876238191839342
30,3000,0.8895031297268635
31,3100,1.214671506615022
32,3200,1.0831035533624709
33,3300,1.0307942589921377
34,3400,1.0361848217499317
35,3500,1.0344274306345227
36,3600,1.088789077048077
37,3700,0.9071289438282502
38,3800,0.8252451776795898
39,3900,0.611129906641619
40,4000,0.6179421021318151
41,4100,0.6158536377588122
42,4200,1.0085334754802262
43,4300,1.159524563929744
44,4400,0.9886477275241857
45,4500,1.1161215001264178
46,4600,0.861425802773449
47,4700,1.0472924897829579
48,4800,1.1639937010407926
49,4900,1.1320209231023917
50,5000,0.906243048122859
51,5100,1.0764139305010416
52,5200,1.2496716637042957
53,5300,1.2412863027131182
54,5400,1.0519803319409071
55,5500,1.010223418358558
56,5600,1.1208471415112942
57,5700,1.1081493985501165
58,5800,1.168816700679952
59,5900,0.9727542329644784
60,6000,1.0665631109856033
61,6100,0.9434797016193396
62,6200,1.1316583646043852
63,6300,0.9506282551738948
64,6400,1.1939281228704401
65,6500,0.9604151594538265
66,6600,1.094778072845167
67,6700,1.0275045787081902
68,6800,1.1285674673595127
69,6900,1.0755224372860206
70,7000,0.8947138602375315
71,7100,0.8934686412236985
72,7200,0.896046667535505
73,7300,1.0320409764580418
74,7400,1.0660851725135112
75,7500,1.0520759320901116
76,7600,0.8743221828857083
77,7700,1.1024704135054457
78,7800,1.0649907094654405
79,7900,
80,8000,
81,8100,
