0,2.0114400000000003
100,
200,2.0114400000000003
300,
400,
500,2.00736
600,
700,
800,2.00736
900,
1000,2.0114400000000003
1100,
1200,
1300,2.0114400000000003
1400,
1500,
1600,2.0114400000000003
1700,
1800,2.0114400000000003
1900,
2000,
2100,1.9917200000000002
2200,
2300,
2400,1.9917200000000002
2500,
2600,1.8278
2700,
2800,
2900,
3000,1.8278
3100,
3200,1.85744
3300,
3400,
3500,1.85744
3600,
3700,1.6929000000000003
3800,
3900,
4000,1.6929000000000003
4100,
4200,
4300,1.7127
4400,
4500,
4600,1.7127
4700,
4800,1.7127
4900,
5000,
5100,1.7127
5200,
5300,
5400,1.74735
5500,
5600,1.74735
5700,
5800,
5900,1.7523
6000,
6100,
6200,1.7523
6300,
6400,
6500,1.6467200000000002
6600,
6700,1.6467200000000002
6800,
6900,
7000,1.7028
7100,
7200,
7300,1.7028
7400,
7500,1.6533000000000002
7600,
7700,
7800,1.6533000000000002
7900,
8000,
8100,1.6582500000000002
