time,w
18:45:38:192031,1.0748600000000001
18:45:38:466713,1.0748600000000001
18:45:38:749240,1.0748600000000001
18:45:39:061246,1.0796800000000002
18:45:39:282681,1.0796800000000002
18:45:39:544576,1.07263
18:45:39:813075,1.07263
18:45:40:157196,1.0748600000000001
18:45:40:354692,1.0748600000000001
18:45:40:627782,1.0748600000000001
18:45:40:902933,1.0748600000000001
18:45:41:189354,1.0796800000000002
18:45:41:433576,1.0796800000000002
18:45:41:709599,1.07744
18:45:42:032154,1.07744
18:45:42:337149,1.0748600000000001
18:45:42:520480,1.0748600000000001
18:45:42:801846,1.0748600000000001
18:45:43:139374,1.0748600000000001
18:45:43:331111,1.0748600000000001
18:45:43:616708,1.0748600000000001
18:45:43:908726,1.0748600000000001
18:45:44:191211,1.0748600000000001
18:45:44:425089,1.0748600000000001
18:45:44:697619,1.0748600000000001
18:45:44:974620,1.0748600000000001
18:45:45:276930,1.0748600000000001
18:45:45:494999,1.0748600000000001
18:45:45:772379,1.0748600000000001
18:45:46:051620,1.0748600000000001
