,time,VSZ,RSS
0,20:07:06:989979,,
1,20:07:07:145216,0.0002322096964135767,0.0
2,20:07:07:303325,0.0,0.0
3,20:07:07:417944,0.0,0.0
4,20:07:07:561724,0.0,0.0
5,20:07:07:712647,0.0,-0.0004629897563516172
6,20:07:07:856874,0.0,0.0
7,20:07:08:005174,0.0,0.0
8,20:07:08:143442,-8.844030003374304e-05,0.0008106073765270505
9,20:07:08:289770,0.0,0.0
10,20:07:08:431541,-0.003781157233121557,-0.03887763957188317
11,20:07:08:570648,0.0,0.0
12,20:07:08:720796,0.006839129252606657,-0.017365918256786905
13,20:07:08:814612,0.005442405570818876,0.003889858801188417
14,20:07:08:969932,0.012448405716071198,0.0054308030266048135
15,20:07:09:114268,-0.006930006930006893,0.0013655398434180288
16,20:07:09:221519,0.0003925331472436344,0.0
17,20:07:09:359933,-8.1745651131504e-06,0.004151640958816927
18,20:07:09:464199,-0.00047140377504506503,-0.004556977305649412
19,20:07:09:606383,0.0,0.0
20,20:07:09:737732,0.0,0.0
21,20:07:09:874553,0.0,0.0
22,20:07:10:022044,0.0,0.0
23,20:07:10:155202,0.0,0.0
24,20:07:10:319631,0.0,0.0
25,20:07:10:465062,-0.0014830323650004695,-0.00536607548885859
26,20:07:10:605963,0.0,0.0
27,20:07:10:751630,0.0,0.0
28,20:07:10:895653,0.0,0.0
29,20:07:11:042381,0.0,-0.0007010485247500586
30,20:07:11:187150,0.0,0.0
31,20:07:11:332592,0.0,0.0
32,20:07:11:481094,0.0,0.0
33,20:07:11:624274,0.0,0.0
34,20:07:11:779376,0.0,0.0
35,20:07:11:934916,0.0,0.0
36,20:07:12:096917,0.0,0.0
37,20:07:12:242684,0.0,0.0
38,20:07:12:393758,0.0,0.0
39,20:07:12:537804,0.0,0.0
40,20:07:12:676345,0.0,0.0
41,20:07:12:816921,0.0,0.0
42,20:07:12:974134,0.0,0.0
43,20:07:13:134170,0.0,0.0
44,20:07:13:274969,0.0,0.0
45,20:07:13:416218,0.0,0.0
46,20:07:13:566420,0.0,0.0
47,20:07:13:721439,0.0,0.0
48,20:07:13:873156,0.0,0.0
49,20:07:14:031124,0.0,0.0
50,20:07:14:181221,0.0,0.0
51,20:07:14:322685,0.0,0.0
52,20:07:14:472708,-0.005266577843788256,-0.003202684154338886
53,20:07:14:626958,0.0,0.0
54,20:07:14:776105,0.0,0.0
55,20:07:14:925170,0.0,0.0
56,20:07:15:072642,0.0,0.0
57,20:07:15:214932,0.0,0.0
58,20:07:15:355778,0.0,0.0
59,20:07:15:502038,0.0,0.0
60,20:07:15:636612,0.0,0.0
61,20:07:15:789884,0.0,0.0
62,20:07:15:933936,0.0,0.0
63,20:07:16:083476,0.0,0.0
64,20:07:16:238763,0.0,0.0
65,20:07:16:401347,0.0,0.0
66,20:07:16:551473,0.0,0.0
67,20:07:16:703462,0.0,0.0
