time[ms],cpu_load,cpu_scaling_freq
0,,
100,0.9382716049382716,
200,0.9324324324324325,
300,0.85,
400,0.8571428571428571,
500,0.8301886792452831,
600,0.9411764705882353,
700,0.8737373737373737,
800,0.8723404255319149,
900,0.8421052631578947,
1000,0.8554913294797688,
1100,,
1200,,
1300,,
1400,0.5782608695652174,
1500,0.8685714285714285,
1600,0.9142857142857143,
1700,0.8653846153846154,
1800,0.8975609756097561,
1900,0.8819875776397516,
2000,0.8636363636363636,
2100,0.84,
2200,0.8157894736842105,
2300,,
2400,,
2500,0.7342657342657343,
2600,0.9251336898395722,
2700,0.815,
2800,0.7445255474452555,
2900,0.8780487804878049,
3000,0.8209876543209876,
3100,0.7238095238095238,
3200,0.7642857142857142,
3300,0.7413793103448276,
3400,0.7236842105263158,
3500,,
3600,,
3700,0.8021390374331551,
3800,0.7921348314606742,
3900,0.8424657534246576,
4000,0.7696629213483146,
4100,0.74375,
4200,0.7214285714285714,
4300,0.8012820512820513,
4400,0.7454545454545455,
4500,0.7543859649122807,
4600,0.7463414634146341,
4700,0.8266666666666667,
4800,0.8863636363636364,
4900,0.7595628415300546,
5000,0.7300613496932515,
5100,0.7168674698795181,
5200,0.7371428571428571,
5300,0.736,
5400,0.7105263157894737,
5500,0.7361963190184049,
5600,0.7337278106508875,
5700,0.7555555555555555,
5800,0.6938775510204082,
5900,0.6792452830188679,
6000,0.7205882352941176,
6100,0.7323943661971831,
6200,0.7109375,
6300,0.7459016393442623,
6400,0.712707182320442,
6500,0.7062937062937062,
6600,,
6700,,
6800,0.7245508982035929,
6900,0.7302631578947368,
7000,0.7226277372262774,
7100,0.7295597484276729,
7200,0.7195121951219512,
7300,0.7094594594594594,
7400,0.704225352112676,
7500,0.7166666666666667,
7600,0.7358490566037735,
7700,0.5609756097560976,
7800,0.6973684210526315,
7900,0.7579617834394905,
8000,0.7518248175182481,
