,time[ms],pmodel
0,0,1.510016319699433
1,100,1.510016319699433
2,200,1.285471316714693
3,300,1.2723123581878886
4,400,1.0019867160750242
5,500,1.170155167090115
6,600,0.8836437363141845
7,700,1.2347650437229136
8,800,1.2324158591997976
9,900,1.0004789031911252
10,1000,0.921568510809804
11,1100,0.9251609983741943
12,1200,1.0600535817699912
13,1300,1.2406267209122057
14,1400,1.2526902886591667
15,1500,1.2652939247690052
16,1600,1.5048586965632031
17,1700,1.4416320198161632
18,1800,1.3322269845110708
19,1900,1.2545243788235285
20,2000,1.2002495569694474
21,2100,1.1723201778814891
22,2200,1.2077698500883414
23,2300,1.0743459456555469
24,2400,0.9021074825304323
25,2500,1.0852434410701521
26,2600,1.0205031149227568
27,2700,1.104638194189477
28,2800,1.1322803565930362
29,2900,0.9380426480903311
30,3000,0.9457783784424437
31,3100,0.8525076880277868
32,3200,1.181534118720069
33,3300,1.0948148142045242
34,3400,1.1557959519522143
35,3500,1.1134411896878547
36,3600,1.0523018578979735
37,3700,1.1124826168648063
38,3800,0.9245371365260021
39,3900,1.1130927502777777
40,4000,0.9096775088118023
41,4100,0.8729397549340585
42,4200,0.7400839634549986
43,4300,0.8796802894579553
44,4400,0.990320350714155
45,4500,0.9178642990633574
46,4600,0.9537070164950566
47,4700,1.0007533465607295
48,4800,1.142890426957265
49,4900,1.0024973563053612
50,5000,1.1960880433117889
51,5100,1.1100747913885334
52,5200,1.0615848261003786
53,5300,1.0572665167358548
54,5400,1.337863251412236
55,5500,1.2087552473219372
56,5600,1.1196920827512078
57,5700,1.1038975992821696
58,5800,1.005195015880342
59,5900,0.9775335245056179
60,6000,0.8636336525629735
61,6100,0.7710928262345687
62,6200,0.8020289107699548
63,6300,1.0358604009607841
64,6400,1.1197576978372097
65,6500,1.056592393431202
66,6600,0.9455327876538461
67,6700,1.0531983976173902
68,6800,1.0996081063914076
69,6900,1.0042447498551046
70,7000,1.179553770337249
71,7100,0.8666449286900814
72,7200,1.0921646917216226
73,7300,1.0716491346308126
74,7400,1.0856581571481478
75,7500,1.0924400815801438
76,7600,1.0653298318247324
77,7700,1.0898776200892009
78,7800,1.0377192921532505
79,7900,0.9963877017575758
80,8000,
