time,w
02:12:15:193853,1.4326
02:12:15:462047,1.4326
02:12:15:741369,1.44045
02:12:15:998356,1.44045
02:12:16:288509,1.40085
02:12:16:548504,1.40085
02:12:16:833894,1.4355
02:12:17:084084,1.4355
02:12:17:349545,1.3761
02:12:17:628565,1.3761
02:12:17:937995,1.3315500000000002
02:12:18:177025,1.3315500000000002
02:12:18:436112,1.11104
02:12:18:710002,1.11104
02:12:18:983500,1.116
02:12:19:262296,1.116
02:12:19:530239,1.2152
02:12:19:793636,1.2152
02:12:20:069816,1.02382
02:12:20:343739,1.02382
02:12:20:609897,0.8896299999999999
02:12:20:885956,0.8896299999999999
02:12:21:153160,0.7519800000000001
02:12:21:427233,0.7519800000000001
02:12:21:694726,0.7968000000000001
02:12:21:976518,0.7968000000000001
02:12:22:237492,1.08843
02:12:22:509765,1.08843
02:12:22:782364,0.8697499999999999
02:12:23:091996,0.8697499999999999
02:12:23:338606,0.7270800000000001
