time,w
02:14:02:214009,1.4355
02:14:02:483760,1.41075
02:14:02:749094,1.41075
02:14:03:048439,0.8416200000000001
02:14:03:294811,0.8416200000000001
02:14:03:569880,1.44045
02:14:03:830828,1.44045
02:14:04:136503,1.44045
02:14:04:375434,1.44045
02:14:04:650574,1.4355
02:14:04:924415,1.4355
02:14:05:197747,1.12096
02:14:05:462486,1.12096
02:14:05:733011,1.07352
02:14:06:002840,1.07352
02:14:06:277266,0.93933
02:14:06:550174,0.93933
02:14:06:814068,1.3563
02:14:07:088439,1.3563
02:14:07:361432,1.3018500000000002
02:14:07:656487,1.3018500000000002
02:14:07:895806,1.0287899999999999
02:14:08:181108,1.0287899999999999
02:14:08:444208,0.71712
02:14:08:713018,0.71712
02:14:08:992149,0.80178
02:14:09:290475,0.80178
02:14:09:530054,0.80178
02:14:09:805576,0.80178
02:14:10:075544,0.7519800000000001
