time,w
14:12:10:168462,2.0433
14:12:10:427474,1.9247200000000002
14:12:10:683576,1.9247200000000002
14:12:10:944139,1.47706
14:12:11:272801,1.47706
14:12:11:489759,1.94832
14:12:11:758547,1.94832
14:12:12:037477,2.02783
14:12:12:354988,2.02783
14:12:12:579708,1.5956200000000003
14:12:12:839735,1.5956200000000003
14:12:13:147695,0.9244199999999999
14:12:13:383145,0.9244199999999999
14:12:13:658568,1.482
14:12:13:937266,1.482
14:12:14:276942,1.0436999999999999
14:12:14:468484,1.0436999999999999
14:12:14:741385,1.2820500000000001
14:12:15:005329,1.2820500000000001
14:12:15:333882,0.66234
14:12:15:551089,0.66234
14:12:15:827488,0.65736
14:12:16:101614,0.65736
14:12:16:423354,0.66234
14:12:16:633469,0.66234
14:12:16:908508,0.73704
14:12:17:200859,0.73704
14:12:17:493803,0.8747199999999999
14:12:17:732184,0.8747199999999999
14:12:17:999340,0.8067600000000001
