time,w
02:09:40:536187,1.4355
02:09:40:805393,1.3959
02:09:41:078806,1.3959
02:09:41:372891,1.4355
02:09:41:619697,1.4355
02:09:41:886099,1.4355
02:09:42:157336,1.4355
02:09:42:433359,1.3315500000000002
02:09:42:701189,1.3315500000000002
02:09:42:962213,1.40085
02:09:43:247168,1.40085
02:09:43:511870,0.8896299999999999
02:09:43:786339,0.8896299999999999
02:09:44:062200,1.10112
02:09:44:339627,1.10112
02:09:44:610187,0.8067600000000001
02:09:44:870711,0.8067600000000001
02:09:45:130739,1.0586099999999998
02:09:45:425097,1.0586099999999998
02:09:45:680347,0.7868400000000001
02:09:45:949477,0.7868400000000001
02:09:46:229717,0.6673200000000001
02:09:46:548747,0.6673200000000001
02:09:46:767531,0.8598099999999999
02:09:47:042828,0.8598099999999999
02:09:47:310475,0.6673200000000001
02:09:47:582138,0.6673200000000001
02:09:47:855614,0.70218
02:09:48:129266,0.70218
02:09:48:394512,0.76692
02:09:48:659777,0.76692
