time[ms],cpu_load,cpu_scaling_freq
0,,1708.0
100,,
200,,1708.0
300,0.8181818181818182,1708.0
400,0.7272727272727273,1708.0
500,0.4,1708.0
600,,
700,,1708.0
800,0.7692307692307693,1708.0
900,0.6666666666666666,1708.0
1000,0.7692307692307693,1708.0
1100,0.8,1708.0
1200,0.75,1708.0
1300,0.8333333333333334,1708.0
1400,,
1500,,1708.0
1600,0.5625,1708.0
1700,,
1800,,1708.0
1900,0.75,1708.0
2000,0.75,1708.0
2100,0.8333333333333334,1708.0
2200,0.7,1516.0
2300,0.7272727272727273,1708.0
2400,0.7,1708.0
2500,,
2600,,1708.0
2700,0.45,1516.0
2800,,
2900,,1708.0
3000,0.6153846153846154,1708.0
3100,0.5555555555555556,1708.0
3200,0.6666666666666666,1708.0
3300,0.8,1708.0
3400,0.7272727272727273,1708.0
3500,0.8,1708.0
3600,0.7777777777777778,1708.0
3700,0.42857142857142855,1708.0
3800,0.7,1708.0
3900,0.42857142857142855,1708.0
4000,,
4100,,1708.0
4200,,
4300,,1708.0
4400,0.8148148148148148,1708.0
4500,,
4600,,1708.0
4700,0.5714285714285714,1708.0
4800,0.6,1708.0
4900,,
5000,,1708.0
5100,0.6666666666666666,1708.0
5200,0.6666666666666666,1708.0
5300,0.8,1708.0
5400,0.5,1708.0
5500,0.7272727272727273,1708.0
5600,0.8,1708.0
5700,,
5800,,1708.0
5900,0.6571428571428571,1708.0
6000,0.76,1708.0
6100,,
6200,,1708.0
6300,0.7272727272727273,1708.0
6400,0.6923076923076923,1708.0
6500,0.9,1708.0
6600,0.75,1708.0
6700,0.6666666666666666,1708.0
6800,,
6900,,1708.0
7000,0.6,1708.0
7100,0.75,1708.0
7200,0.625,1708.0
7300,0.8,1708.0
7400,0.875,1708.0
7500,0.6363636363636364,1708.0
7600,0.9090909090909091,1708.0
7700,0.7,1708.0
7800,,
7900,,1708.0
8000,0.45,1708.0
8100,0.6363636363636364,1708.0
