user,nice,system,idle,iowait,irq,softirq,steal,cpu_scaling_freq,time
58503,12607,42364,8251929,5313,5234,2549,0,1996,15:38:39:373627
58511,12607,42368,8251930,5313,5234,2549,0,1996,15:38:39:497235
58522,12607,42368,8251930,5313,5234,2549,0,1996,15:38:39:624650
58537,12607,42368,8251930,5313,5234,2549,0,1996,15:38:39:756604
58546,12607,42369,8251932,5313,5235,2549,0,1996,15:38:39:853985
58551,12607,42373,8251933,5313,5235,2549,0,1996,15:38:39:973863
58555,12607,42379,8251933,5313,5235,2549,0,1996,15:38:40:232626
58560,12607,42383,8251952,5313,5236,2550,0,1996,15:38:40:368749
58561,12607,42385,8251958,5313,5236,2550,0,1536,15:38:40:462009
58561,12607,42387,8251964,5313,5236,2550,0,1996,15:38:40:580469
58562,12607,42387,8251971,5313,5236,2550,0,1536,15:38:40:671687
58563,12607,42388,8251980,5313,5236,2550,0,1747,15:38:40:765784
58563,12607,42389,8251989,5313,5236,2550,0,1363,15:38:40:885469
58563,12607,42389,8251999,5313,5236,2550,0,1996,15:38:41:008439
58564,12607,42391,8252008,5313,5236,2550,0,1996,15:38:41:110975
58566,12607,42393,8252015,5313,5236,2550,0,1536,15:38:41:208102
58567,12607,42395,8252021,5313,5236,2550,0,1996,15:38:41:418894
58567,12607,42396,8252040,5313,5236,2550,0,1996,15:38:41:539936
58569,12607,42397,8252051,5314,5236,2550,0,1536,15:38:41:654324
58569,12607,42397,8252062,5314,5237,2550,0,1996,15:38:41:764073
58571,12607,42398,8252070,5314,5237,2550,0,979,15:38:41:878595
58571,12607,42399,8252080,5314,5237,2550,0,1843,15:38:41:985038
58573,12607,42400,8252087,5314,5237,2550,0,1996,15:38:42:121152
58574,12607,42401,8252097,5314,5237,2550,0,1996,15:38:42:218326
58575,12607,42401,8252106,5314,5237,2550,0,1843,15:38:42:366852
58576,12607,42402,8252121,5314,5237,2550,0,1363,15:38:42:521834
58579,12607,42403,8252129,5314,5237,2550,0,1996,15:38:42:621666
58579,12607,42404,8252137,5314,5237,2550,0,1132,15:38:42:716088
58580,12607,42404,8252146,5314,5237,2550,0,1996,15:38:42:841563
58580,12607,42405,8252157,5314,5237,2550,0,1996,15:38:42:970830
58581,12607,42406,8252167,5314,5237,2550,0,1996,15:38:43:095410
58582,12607,42408,8252176,5314,5237,2550,0,1843,15:38:43:219857
58584,12607,42408,8252187,5314,5237,2550,0,1363,15:38:43:325618
58585,12607,42409,8252195,5314,5237,2550,0,1996,15:38:43:531124
58585,12607,42412,8252212,5314,5238,2550,0,1536,15:38:43:632423
58586,12607,42413,8252220,5314,5238,2550,0,1536,15:38:43:751612
58586,12607,42413,8252231,5314,5238,2550,0,1996,15:38:43:903863
58586,12607,42414,8252244,5314,5238,2550,0,1363,15:38:44:024081
58588,12607,42415,8252255,5314,5238,2550,0,1996,15:38:44:156179
58589,12607,42416,8252264,5314,5238,2550,0,1747,15:38:44:255921
58590,12607,42417,8252271,5314,5238,2550,0,825,15:38:44:373131
58591,12607,42418,8252280,5314,5238,2550,0,1996,15:38:44:505169
58592,12607,42420,8252292,5314,5238,2550,0,1747,15:38:44:641915
58592,12607,42421,8252303,5314,5238,2550,0,1996,15:38:44:752198
58592,12607,42421,8252315,5314,5238,2550,0,1996,15:38:44:864521
58593,12607,42422,8252322,5314,5238,2550,0,1843,15:38:44:985334
58594,12607,42422,8252336,5314,5238,2550,0,825,15:38:45:124604
58595,12607,42423,8252344,5314,5239,2550,0,1996,15:38:45:220415
58596,12607,42424,8252352,5314,5239,2550,0,825,15:38:45:335983
58597,12607,42424,8252361,5314,5239,2550,0,1996,15:38:45:480935
58599,12607,42425,8252377,5314,5239,2550,0,1363,15:38:45:633178
58600,12607,42425,8252386,5314,5239,2550,0,1843,15:38:45:726449
58601,12607,42426,8252393,5314,5239,2550,0,1996,15:38:45:824840
58602,12607,42426,8252402,5314,5239,2550,0,1363,15:38:45:915289
58603,12607,42427,8252410,5314,5239,2550,0,1996,15:38:46:048331
58603,12607,42428,8252419,5314,5239,2550,0,1363,15:38:46:148163
58604,12607,42429,8252427,5314,5239,2550,0,1996,15:38:46:231562
58605,12607,42430,8252433,5314,5239,2550,0,825,15:38:46:360554
58605,12607,42431,8252444,5314,5239,2550,0,1747,15:38:46:478686
58605,12607,42432,8252464,5314,5239,2550,0,1996,15:38:46:680364
58606,12607,42433,8252473,5314,5239,2550,0,1996,15:38:46:772146
58607,12607,42435,8252479,5314,5239,2550,0,1363,15:38:46:912389
58607,12607,42436,8252491,5314,5239,2550,0,1536,15:38:47:040579
58608,12607,42437,8252501,5314,5240,2550,0,1747,15:38:47:186621
58609,12607,42438,8252513,5314,5240,2550,0,1747,15:38:47:274483
