0,1.6681500000000002
100,
200,
300,1.6681500000000002
400,
500,1.67152
600,
700,
800,1.67152
900,
1000,
1100,1.37172
1200,
1300,1.37172
1400,
1500,
1600,0.5738500000000001
1700,
1800,
1900,0.5738500000000001
2000,
2100,
2200,0.5650000000000001
2300,
2400,0.5650000000000001
2500,
2600,
2700,0.98604
2800,
2900,
3000,0.98604
3100,
3200,
3300,1.17789
3400,
3500,1.17789
3600,
3700,
3800,0.99102
3900,
4000,
4100,0.99102
4200,
4300,0.94122
4400,
4500,
4600,0.94122
4700,
4800,
4900,0.52
5000,
5100,
5200,0.52
5300,
5400,0.49
5500,
5600,
5700,0.49
5800,
5900,
6000,0.475
6100,
6200,
6300,0.475
6400,
6500,0.525
6600,
6700,
6800,0.525
6900,
7000,
7100,0.49
7200,
7300,0.49
7400,
7500,
7600,0.5700000000000001
7700,
7800,
7900,0.5700000000000001
8000,
8100,0.58882
