time[ms],cpu_load,cpu_scaling_freq
0,,
100,0.9684684684684685,
200,0.8294117647058824,
300,0.7536231884057971,
400,0.6764705882352942,
500,0.779874213836478,
600,0.8148148148148148,
700,0.5723684210526315,
800,0.579185520361991,
900,0.6291390728476821,
1000,0.8727272727272727,
1100,0.7386363636363636,
1200,0.7619047619047619,
1300,0.7675675675675676,
1400,0.7737226277372263,
1500,0.825503355704698,
1600,0.9314285714285714,
1700,0.9571428571428572,
1800,0.8266666666666667,
1900,0.9454545454545454,
2000,0.916030534351145,
2100,0.6140350877192983,
2200,0.8596491228070176,
2300,0.8055555555555556,
2400,0.7409638554216867,
2500,0.6923076923076923,
2600,0.7122641509433962,
2700,0.6506849315068494,
2800,0.7027027027027027,
2900,0.42857142857142855,
3000,0.6685393258426966,
3100,0.6,
3200,0.6929133858267716,
3300,0.6620689655172414,
3400,0.645,
3500,0.6642335766423357,
3600,0.6402439024390244,
3700,0.6785714285714286,
3800,0.7358490566037735,
3900,0.6481481481481481,
4000,0.5061728395061729,
4100,0.6722222222222223,
4200,0.69375,
4300,0.7310924369747899,
4400,0.6426116838654469,
4500,0.687242798332632,
4600,0.6744186046511628,
4700,0.7654320987654321,
4800,0.6793893129770993,
4900,0.6335877862595419,
5000,0.610062893081761,
5100,0.7415730337078652,
5200,0.775,
5300,0.7884615384615384,
5400,0.6903225806451613,
5500,0.7037037037037037,
5600,0.6265060240963856,
5700,0.631578947368421,
5800,0.6601307189542484,
5900,0.6684210526315789,
6000,0.6792452830188679,
6100,0.6481481481481481,
6200,0.657608695652174,
6300,0.6513157894736842,
6400,0.7428571428571429,
6500,0.6582278481012658,
6600,0.6875,
6700,0.6982248520710059,
6800,0.6802721088435374,
6900,0.6557377049180327,
7000,0.587378640776699,
7100,0.5752688172043011,
7200,0.6527777777777778,
7300,0.6486486486486487,
7400,0.6805555555555556,
7500,0.7023809523809523,
7600,0.6986301369863014,
7700,0.6797385620915033,
7800,0.6589595375722543,
7900,0.6887417218543046,
8000,0.6890756302521008,
