,time[ms],pmodel
0,0,1.4569706277540106
1,100,1.4569706277540106
2,200,1.4757441798295456
3,300,1.4514291963598676
4,400,1.482726143744658
5,500,1.365366015135101
6,600,1.2918657974816803
7,700,1.342019271387958
8,800,1.4757917288397437
9,900,1.4434485190811794
10,1000,1.3848089452116703
11,1100,1.2600383495517664
12,1200,1.3361026660870823
13,1300,1.3463059538927045
14,1400,1.097050332161703
15,1500,1.0777241687904042
16,1600,0.9320045016092897
17,1700,0.9320680613918282
18,1800,1.0744749505017692
19,1900,0.895713509978531
20,2000,1.02008943965073
21,2100,1.0998074991744775
22,2200,1.1650240263169036
23,2300,1.1669286155303031
24,2400,0.9742949756653375
25,2500,1.0307502047100048
26,2600,0.9876815265869684
27,2700,0.9920202838506301
28,2800,1.0437862413351024
29,2900,1.1603947409743962
30,3000,1.2853994495940562
31,3100,1.2025543685631312
32,3200,1.1836145167575758
33,3300,1.0896789868479866
34,3400,1.2467425425382168
35,3500,1.1897753173915948
36,3600,1.2506789652728303
37,3700,1.200686233929828
38,3800,1.1037605662513985
39,3900,1.1079514825244754
40,4000,1.1119820512229994
41,4100,1.2778518685914118
42,4200,1.0431725388401523
43,4300,1.1987023409805917
44,4400,1.1874628822000002
45,4500,1.276871676524372
46,4600,1.2944944576433142
47,4700,1.3480148295104386
48,4800,0.9553626181761828
49,4900,1.1031132675939497
50,5000,1.1585000356872572
51,5100,1.1378867045705596
52,5200,0.9999448245649868
53,5300,1.0013268162657019
54,5400,1.019981851626576
55,5500,0.8556545844869673
56,5600,1.017103426633987
57,5700,0.8633884600380274
58,5800,0.9081625301502556
59,5900,0.8554913214391238
60,6000,1.2915708856282904
61,6100,1.0054368885139864
62,6200,0.7870840428159598
63,6300,1.1399387163670487
64,6400,0.8816138196981351
65,6500,1.0408186699174165
66,6600,1.0141044323068598
67,6700,0.9772376553126075
68,6800,0.8905621124803424
69,6900,0.8150056381295927
70,7000,0.9121137614631063
71,7100,1.0796109088971861
72,7200,1.1375849578521926
73,7300,1.1898859878082604
74,7400,1.0209290726934483
75,7500,1.1682713178239936
76,7600,1.1257961032858064
77,7700,1.0982814569956711
78,7800,0.9087372639987773
79,7900,
80,8000,
