,time[ms],cpu_load_0,cpu_load_1,cpu_load_2,cpu_load_3,cpu_load_4,cpu_load_5,cpu_load_6,cpu_load_7,cpu_load_8,w,sitename
0,0,,,,,,,,,,2.1242,google
1,100,0.9122807017543859,1.0,1.0,0.9,0.9333333333333333,0.8333333333333334,,1.0,0.9166666666666666,,google
2,200,0.9156626506024096,0.8461538461538461,0.9166666666666666,0.9090909090909091,0.9230769230769231,,,1.0,0.9,,google
3,300,0.9295774647887324,,,0.9166666666666666,,,0.9333333333333333,,,2.1242,google
4,400,0.875,,,0.8888888888888888,,0.9090909090909091,,,,,google
5,500,0.9538461538461539,1.0,0.9285714285714286,1.0,0.7857142857142857,0.9285714285714286,,,1.0,,google
6,600,0.8789808917197452,,,,0.7368421052631579,,,,,2.1242,google
7,700,0.8333333333333334,,,,,,,0.7619047619047619,,,google
8,800,0.7425149700598802,0.7777777777777778,0.6470588235294118,0.7333333333333333,,0.5555555555555556,0.65,0.38461538461538464,0.8888888888888888,2.1242,google
9,900,0.6617647058823529,0.7272727272727273,0.8181818181818182,,0.9090909090909091,0.7777777777777778,0.7777777777777778,0.18181818181818182,0.3333333333333333,,google
10,1000,0.6870748299319728,0.6666666666666666,0.8181818181818182,,0.8888888888888888,0.8571428571428571,0.7692307692307693,0.125,0.2727272727272727,,google
11,1100,0.6684210526315789,,0.8,0.8333333333333334,0.5,,0.8,,0.16666666666666666,1.77568,google
12,1200,0.5961538461538461,,0.8181818181818182,0.8461538461538461,0.7857142857142857,,0.6363636363636364,,0.1,,google
13,1300,0.609375,0.9090909090909091,0.7692307692307693,0.9166666666666666,0.75,0.75,0.6666666666666666,0.16666666666666666,0.1,,google
14,1400,0.643312101910828,0.8461538461538461,0.7777777777777778,0.8,,0.75,,0.3,,1.77568,google
15,1500,0.6643356643356644,,,,,0.6666666666666666,,0.1111111111111111,,,google
16,1600,0.5555555555555556,,,,0.6666666666666666,,0.5384615384615384,0.36363636363636365,0.21428571428571427,1.3894200000000003,google
17,1700,0.5555555555555556,,0.8181818181818182,0.7142857142857143,,,0.5833333333333334,,0.2,,google
18,1800,0.6349206349206349,,,,,,,,,,google
19,1900,,,,,0.7272727272727273,,,0.2,,1.3894200000000003,google
20,2000,,,0.8,0.8333333333333334,0.7142857142857143,0.6,0.6,0.18181818181818182,0.3,,google
21,2100,0.5945945945945946,0.7692307692307693,0.7692307692307693,,,0.6923076923076923,0.5555555555555556,0.25,0.0,,google
22,2200,0.5531914893617021,0.9,0.6363636363636364,,,0.8181818181818182,0.5,0.2727272727272727,0.1,1.32468,google
23,2300,0.6140350877192983,0.8518518518518519,0.8181818181818182,0.7692307692307693,0.6153846153846154,0.9090909090909091,0.6,0.2,0.15384615384615385,,google
24,2400,0.6503496503496503,,0.8,0.9,0.7857142857142857,,0.8181818181818182,0.3333333333333333,,,google
25,2500,0.6533333333333333,,,0.7777777777777778,0.7,,0.75,0.1111111111111111,,1.32468,google
26,2600,0.6285714285714286,0.9090909090909091,,0.9230769230769231,0.7272727272727273,0.7692307692307693,0.6363636363636364,,0.09090909090909091,,google
27,2700,0.6158536585365854,0.6923076923076923,0.6428571428571429,0.75,,0.75,0.6666666666666666,,0.3,1.4412999999999998,google
