time[ms],cpu_load,cpu_scaling_freq,cpu,sitename,w
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
0,,1996.0,8,facebook,1.0
0,,1996.0,8,facebook,1.0745248
