,time[ms],cpu_load,cpu_scaling_freq
0,0,,
1,100,0.9664804469273744,
2,200,0.8359375,
3,300,0.8012422360248447,
4,400,0.8520710059171598,
5,500,0.8366013071895425,
6,600,0.7803468208092486,
7,700,0.6890243902439024,
8,800,0.647887323943662,
9,900,,
10,1000,,
11,1100,0.6852791878172588,
12,1200,0.6815286624203821,
13,1300,0.6870229007633588,
14,1400,0.6344827586206897,
15,1500,0.7988826815642458,
16,1600,0.7579617834394905,
17,1700,0.7531645569620253,
18,1800,0.8209876543209876,
19,1900,0.8478260869565217,
20,2000,0.6923076923076923,
21,2100,0.9102564102564102,
22,2200,0.8628571428571429,
23,2300,0.9086294416243654,
24,2400,0.8507462686567164,
25,2500,0.8867924528301887,
26,2600,0.9053254437869822,
27,2700,0.8834355828220859,
28,2800,0.8633093525179856,
29,2900,0.8518518518518519,
30,3000,0.8372093023255814,
31,3100,0.5737704918032787,
32,3200,0.6730769230769231,
33,3300,0.673202614379085,
34,3400,0.7044025157232704,
35,3500,0.8705882352941177,
36,3600,0.9027777777777778,
37,3700,0.8041958041958042,
38,3800,0.6881188118811881,
39,3900,0.7480916030534351,
40,4000,0.8135593220338984,
41,4100,0.4173913043478261,
42,4200,0.7021276595744681,
43,4300,0.7058823529411765,
44,4400,0.6976744186046512,
45,4500,0.7678571428571429,
46,4600,0.8057142857142857,
47,4700,0.7876712328767124,
48,4800,0.8333333333333334,
49,4900,0.7882352941176469,
50,5000,0.7894736842105263,
51,5100,0.7153558052841761,
52,5200,0.7182539682106508,
53,5300,0.7441860465116279,
54,5400,0.7085714285714285,
55,5500,0.918032786885246,
56,5600,0.7677419354838709,
57,5700,0.7485029940119761,
58,5800,0.6392405063291139,
59,5900,0.6483516483516484,
60,6000,0.6864406779661016,
61,6100,0.6503496503496503,
62,6200,0.5542168674698795,
63,6300,0.6370967741935484,
64,6400,0.6834532374100719,
65,6500,0.6815642458100558,
66,6600,0.6916666666666667,
67,6700,0.6875,
68,6800,0.6518987341772152,
69,6900,0.6849315068493149,
70,7000,0.6685082872928176,
71,7100,0.6934306569343066,
72,7200,0.6170212765957447,
73,7300,0.4190476190476191,
74,7400,0.6578947368421053,
75,7500,0.6455696202531646,
76,7600,0.7111111111111111,
77,7700,0.6666666666666666,
78,7800,0.6853932584269663,
79,7900,0.7022900763358778,
80,8000,0.6938775510204082,
0,0,,
1,100,0.95,
2,200,0.9661016949152542,
3,300,0.8345864661654135,
4,400,0.8095238095238095,
5,500,0.6666666666666666,
6,600,0.8561643835616438,
