,Unnamed: 0,time[ms],cpu_load,cpu_scaling_freq,w
0,0,0,,,1.0
1,0,0,,,1.0745248
2,0,0,,,1.0
3,0,0,,,1.0745248
4,0,0,,,1.0
5,0,0,,,1.0745248
6,0,0,,,1.0
7,0,0,,,1.0745248
8,0,0,,,1.0
9,0,0,,,1.0745248
10,0,0,,,1.0
11,0,0,,,1.0745248
12,0,0,,,1.0
13,0,0,,,1.0745248
14,0,0,,,1.0
15,0,0,,,1.0745248
16,0,0,,,1.0
17,0,0,,,1.0745248
18,0,0,,,1.0
19,0,0,,,1.0745248
20,0,0,,,1.0
21,0,0,,,1.0745248
22,0,0,,,1.0
23,0,0,,,1.0745248
24,0,0,,,1.0
25,0,0,,,1.0745248
26,0,0,,,1.0
27,0,0,,,1.0745248
28,0,0,,,1.0
29,0,0,,,1.0745248
30,0,0,,,1.0
31,0,0,,,1.0745248
32,0,0,,,1.0
33,0,0,,,1.0745248
34,0,0,,,1.0
35,0,0,,,1.0745248
36,0,0,,,1.0
37,0,0,,,1.0745248
38,0,0,,,1.0
39,0,0,,,1.0745248
40,0,0,,,1.0
41,0,0,,,1.0745248
42,0,0,,,1.0
43,0,0,,,1.0745248
44,0,0,,,1.0
45,0,0,,,1.0745248
46,0,0,,,1.0
47,0,0,,,1.0745248
48,0,0,,,1.0
49,0,0,,,1.0745248
50,0,0,,,1.0
51,0,0,,,1.0745248
52,0,0,,,1.0
53,0,0,,,1.0745248
54,0,0,,,1.0
55,0,0,,,1.0745248
56,0,0,,,1.0
57,0,0,,,1.0745248
58,0,0,,,1.0
59,0,0,,,1.0745248
60,0,0,,,1.0
61,0,0,,,1.0745248
62,0,0,,,1.0
63,0,0,,,1.0745248
64,0,0,,,1.0
65,0,0,,,1.0745248
66,0,0,,,1.0
67,0,0,,,1.0745248
68,0,0,,,1.0
69,0,0,,,1.0745248
70,0,0,,,1.0
71,0,0,,,1.0745248
72,0,0,,,1.0
73,0,0,,,1.0745248
74,0,0,,,1.0
75,0,0,,,1.0745248
76,0,0,,,1.0
77,0,0,,,1.0745248
78,0,0,,,1.0
79,0,0,,,1.0745248
80,0,0,,,1.0
81,0,0,,,1.0745248
82,0,0,,,1.0
83,0,0,,,1.0745248
84,0,0,,,1.0
85,0,0,,,1.0745248
86,0,0,,,1.0
87,0,0,,,1.0745248
88,0,0,,,1.0
89,0,0,,,1.0745248
90,0,0,,,1.0
91,0,0,,,1.0745248
92,0,0,,,1.0
93,0,0,,,1.0745248
94,0,0,,,1.0
95,0,0,,,1.0745248
96,0,0,,,1.0
97,0,0,,,1.0745248
98,0,0,,,1.0
99,0,0,,,1.0745248
100,1,100,0.9664804469273744,,
101,1,100,0.95,,
102,1,100,0.9382716049382716,,
103,1,100,0.9138755980861244,,
104,1,100,0.8888888888888888,,
105,1,100,0.9,,
106,1,100,0.9393939393939394,,
107,1,100,0.9433962264150944,,
108,1,100,0.9772727272727272,,
109,1,100,0.9864864864864864,,
110,1,100,0.9562841530054644,,
111,1,100,0.9862068965517241,,
112,1,100,0.9876543209876544,,
113,1,100,0.9390243902439024,,
114,1,100,0.9387755102040816,,
115,1,100,0.9846153846153848,,
116,1,100,0.9402985074626866,,
117,1,100,0.9693251533742332,,
118,1,100,0.9574468085106383,,
119,1,100,0.9377593360995852,,
120,1,100,0.9411764705882352,,
121,1,100,0.9310344827586208,,
122,1,100,0.9772727272727272,,
123,1,100,0.9351351351351352,,
124,1,100,0.9148936170212766,,
125,1,100,0.9534883720930232,,
126,1,100,0.9315068493150684,,
127,1,100,0.9473684210526316,,
128,1,100,0.946236559139785,,
129,1,100,0.9508196721311476,,
130,1,100,,,
131,1,100,0.9782608695652174,,
132,1,100,0.9238095238095241,,
133,1,100,0.9681528662420382,,
134,1,100,0.9629629629629628,,
135,1,100,0.9626168224299064,,
136,1,100,0.9655172413793104,,
137,1,100,0.927710843373494,,
138,1,100,0.9298245614035088,,
139,1,100,0.9508196721311476,,
140,1,100,0.9588235294117649,,
141,1,100,0.9189189189189192,,
142,1,100,0.9625668449197858,,
143,1,100,0.95,,
144,1,100,0.9318181818181818,,
145,1,100,0.8214285714285714,,
146,1,100,0.972027972027972,,
147,1,100,0.9367088607594936,,
148,1,100,,,
149,1,100,0.9553571428571428,,
150,2,200,0.8359375,,1.075086923076923
151,2,200,0.9661016949152542,,1.075086923076923
152,2,200,0.9324324324324323,,1.075086923076923
153,2,200,0.8324873096446701,,1.075086923076923
154,2,200,0.9104477611940298,,1.075086923076923
155,2,200,0.9,,1.075086923076923
156,2,200,0.9642857142857144,,1.075086923076923
157,2,200,0.8779069767441859,,1.075086923076923
158,2,200,0.8888888888888888,,1.075086923076923
159,2,200,0.967741935483871,,1.075086923076923
160,2,200,0.9108280254777072,,1.075086923076923
161,2,200,0.9040404040404041,,1.075086923076923
162,2,200,0.9310344827586208,,1.075086923076923
163,2,200,0.9212962962962964,,1.075086923076923
164,2,200,1.0,,1.075086923076923
165,2,200,0.9415584415584416,,1.075086923076923
166,2,200,0.9014778325123152,,1.075086923076923
167,2,200,0.9060773480662984,,1.075086923076923
168,2,200,0.9459459459459459,,1.075086923076923
169,2,200,0.8201438848920863,,1.075086923076923
170,2,200,0.972972972972973,,1.075086923076923
171,2,200,0.9477124183006536,,1.075086923076923
172,2,200,0.9661016949152542,,1.075086923076923
173,2,200,0.8832487309644671,,1.075086923076923
174,2,200,0.9426751592356688,,1.075086923076923
175,2,200,0.925,,1.075086923076923
176,2,200,0.825503355704698,,1.075086923076923
177,2,200,0.927536231884058,,1.075086923076923
178,2,200,0.9685534591194968,,1.075086923076923
179,2,200,0.9358974358974358,,1.075086923076923
180,2,200,,,1.075086923076923
181,2,200,0.9655172413793104,,1.075086923076923
182,2,200,0.8588235294117647,,1.075086923076923
183,2,200,0.953020134228188,,1.075086923076923
184,2,200,0.8655913978494624,,1.075086923076923
185,2,200,0.9032258064516128,,1.075086923076923
186,2,200,0.9655172413793104,,1.075086923076923
187,2,200,0.8793103448275862,,1.075086923076923
188,2,200,0.953846153846154,,1.075086923076923
189,2,200,0.940828402366864,,1.075086923076923
190,2,200,0.8470588235294118,,1.075086923076923
191,2,200,0.941747572815534,,1.075086923076923
192,2,200,0.9267241379310344,,1.075086923076923
193,2,200,0.9393939393939394,,1.075086923076923
194,2,200,0.9736842105263158,,1.075086923076923
195,2,200,0.8731343283582089,,1.075086923076923
196,2,200,0.9322033898305084,,1.075086923076923
197,2,200,0.972972972972973,,1.075086923076923
198,2,200,,,1.075086923076923
199,2,200,0.9090909090909092,,1.075086923076923
200,3,300,0.8012422360248447,,1.074511875
201,3,300,0.8345864661654135,,1.074511875
202,3,300,0.85,,1.074511875
203,3,300,0.9044117647058824,,1.074511875
204,3,300,0.8154761904761905,,1.074511875
205,3,300,0.8533333333333334,,1.074511875
206,3,300,0.8363636363636363,,1.074511875
207,3,300,0.8653846153846154,,1.074511875
208,3,300,0.7826086956521741,,1.074511875
