time,w
00:22:09:228588,2.00736
00:22:09:500547,2.00736
00:22:09:767879,2.00736
00:22:10:029890,2.00736
00:22:10:299211,2.00736
00:22:10:579641,2.00736
00:22:10:855086,1.8228600000000001
00:22:11:127980,1.8228600000000001
00:22:11:399936,1.7537
00:22:11:668613,1.7537
00:22:11:938910,1.75864
00:22:12:210877,1.75864
00:22:12:502964,1.52768
00:22:12:750334,1.52768
00:22:13:028935,1.58224
00:22:13:295905,1.58224
00:22:13:605870,1.6186500000000001
00:22:13:838338,1.6186500000000001
00:22:14:107520,1.729
00:22:14:377204,1.729
00:22:14:651144,1.6335000000000002
00:22:14:950599,1.6335000000000002
00:22:15:194445,1.57232
00:22:15:465668,1.57232
00:22:15:738165,1.6038000000000001
00:22:16:006046,1.6038000000000001
00:22:16:279592,1.6978500000000003
00:22:16:551353,1.6978500000000003
00:22:16:820471,1.6434000000000002
00:22:17:092133,1.6434000000000002
