time,w
00:18:05:729957,2.12052
00:18:05:999158,2.12052
00:18:06:278045,2.12052
00:18:06:542886,2.12052
00:18:06:813561,2.1254399999999998
00:18:07:077929,2.1254399999999998
00:18:07:374018,2.0909999999999997
00:18:07:632014,2.0909999999999997
00:18:07:910506,2.0212999999999997
00:18:08:167877,2.0212999999999997
00:18:08:479420,2.0065099999999996
00:18:08:710547,2.0065099999999996
00:18:08:971579,1.88708
00:18:09:253902,1.88708
00:18:09:520642,1.8278
00:18:09:797281,1.8278
00:18:10:063733,1.8117
00:18:10:335405,1.8117
00:18:10:600567,1.94242
00:18:10:881375,1.94242
00:18:11:153249,1.81298
00:18:11:426315,1.81298
00:18:11:696252,1.84756
00:18:11:965343,1.84756
00:18:12:237773,1.83274
00:18:12:537476,1.83274
00:18:12:780407,1.8216
00:18:13:051510,1.8216
00:18:13:323417,1.8525
00:18:13:635743,1.8525
00:18:13:863212,1.9019000000000001
