time,w
01:17:21:145146,1.6681500000000002
01:17:21:417173,1.6681500000000002
01:17:21:685633,1.6681500000000002
01:17:21:952440,1.6681500000000002
01:17:22:228211,1.5872
01:17:22:497935,1.5872
01:17:22:777899,1.1005800000000001
01:17:23:035516,1.1005800000000001
01:17:23:325582,0.525
01:17:23:581340,0.525
01:17:23:852249,0.9711000000000001
01:17:24:120629,0.9711000000000001
01:17:24:425382,1.11054
01:17:24:665642,1.11054
01:17:24:931423,0.90636
01:17:25:198568,0.90636
01:17:25:478547,0.8483
01:17:25:748506,0.8483
01:17:26:019542,0.52
01:17:26:282062,0.52
01:17:26:564522,0.485
01:17:26:831866,0.485
01:17:27:099627,0.53
01:17:27:378487,0.53
01:17:27:639501,0.475
01:17:27:917788,0.475
01:17:28:187060,0.6287400000000001
01:17:28:478361,0.6287400000000001
01:17:28:738180,0.5838300000000001
01:17:28:994473,0.5838300000000001
