time,w
15:35:51:125505,2.1075899999999996
15:35:51:396769,2.1124799999999997
15:35:51:687275,2.1124799999999997
15:35:51:928498,2.1119000000000003
15:35:52:203644,2.1119000000000003
15:35:52:479147,2.12112
15:35:52:801530,2.12112
15:35:53:014985,2.11621
15:35:53:296067,2.11621
15:35:53:554133,2.12112
15:35:53:866842,2.12112
15:35:54:100181,2.11621
15:35:54:363918,2.11621
15:35:54:645502,2.12112
15:35:54:915950,2.12112
15:35:55:186235,2.11621
15:35:55:450968,2.11621
15:35:55:746294,2.11621
15:35:56:000058,2.11621
15:35:56:267542,2.11621
15:35:56:546951,2.11621
15:35:56:841225,2.12112
15:35:57:083402,2.12112
15:35:57:354660,2.11621
15:35:57:630965,2.11621
15:35:57:944235,2.11621
15:35:58:162483,2.11621
15:35:58:440547,2.11621
15:35:58:698435,2.11621
15:35:59:024674,2.11621
15:35:59:256986,2.11621
