time,w
15:31:11:675155,2.1124799999999997
15:31:11:892980,2.1124799999999997
15:31:12:158648,2.1124799999999997
15:31:12:457071,2.1124799999999997
15:31:12:738487,2.11621
15:31:12:973831,2.11621
15:31:13:246608,2.11621
15:31:13:508199,2.11621
15:31:13:805777,2.11621
15:31:14:056780,2.11621
15:31:14:323675,2.11621
15:31:14:622075,2.11621
15:31:14:868923,2.11621
15:31:15:137840,2.11621
15:31:15:415333,2.11621
15:31:15:738388,2.11621
15:31:15:952715,2.11621
15:31:16:221780,2.11621
15:31:16:498186,2.11621
15:31:16:816550,2.11621
15:31:17:032165,2.11621
15:31:17:312957,2.11621
15:31:17:604710,2.11621
15:31:17:873980,2.11621
15:31:18:111109,2.11621
15:31:18:386718,2.11621
15:31:18:659118,2.1168
15:31:18:989870,2.1168
15:31:19:208465,2.11621
15:31:19:494425,2.11621
