time,w
01:16:13:514929,1.6681500000000002
01:16:13:767807,1.6681500000000002
01:16:14:045391,1.6681500000000002
01:16:14:304750,1.42848
01:16:14:606830,1.42848
01:16:14:860274,1.21765
01:16:15:123612,1.21765
01:16:15:389838,0.7035899999999999
01:16:15:708201,0.7035899999999999
01:16:15:931631,0.72854
01:16:16:223764,0.72854
01:16:16:478231,1.0009800000000002
01:16:16:753616,1.0009800000000002
01:16:17:029978,1.0009800000000002
01:16:17:286348,1.0009800000000002
01:16:17:570009,0.89321
01:16:17:842547,0.89321
01:16:18:139598,0.6886200000000001
01:16:18:385898,0.6886200000000001
01:16:18:652327,0.48
01:16:18:921424,0.48
01:16:19:192393,0.505
01:16:19:468692,0.505
01:16:19:746959,0.5
01:16:20:001458,0.5
01:16:20:282875,0.495
01:16:20:553740,0.495
01:16:20:853854,0.48
01:16:21:089076,0.48
01:16:21:362428,0.54
