time,w
15:38:06:203262,2.1168
15:38:06:457446,2.12112
15:38:06:736918,2.12112
15:38:07:009188,2.1168
15:38:07:307122,2.1168
15:38:07:552861,2.1075899999999996
15:38:07:825663,2.1075899999999996
15:38:08:086965,2.1124799999999997
15:38:08:404231,2.1124799999999997
15:38:08:623128,2.12112
15:38:08:897851,2.12112
15:38:09:208514,2.11621
15:38:09:518954,2.11621
15:38:09:740036,2.12112
15:38:09:989941,2.12112
15:38:10:266392,2.11621
15:38:10:530361,2.11621
15:38:10:793305,2.12112
15:38:11:076387,2.12112
15:38:11:352499,2.11621
15:38:11:612169,2.11621
15:38:11:878480,2.12112
15:38:12:146503,2.12112
15:38:12:433373,2.12112
15:38:12:681359,2.12112
15:38:12:964460,2.11621
15:38:13:232821,2.11621
15:38:13:552792,2.11621
15:38:13:781125,2.11621
15:38:14:045893,2.11621
