time[ms],user,nice,system,idle,iowait,irq,softirq,steal,cpu_scaling_freq
0,,,,,,,,,
100,46.5,1.0,35.5,9.0,0.0,2.5,0.5,0.0,
200,42.5,0.0,27.5,21.0,0.0,2.0,0.5,0.0,
300,36.5,0.0,26.5,13.5,0.0,2.0,0.0,0.0,
400,40.5,0.0,26.5,11.5,0.0,1.5,0.0,0.0,
500,32.0,0.0,23.0,10.0,0.0,2.0,1.0,0.0,
600,24.5,0.0,24.5,18.0,0.0,1.5,0.0,0.0,
700,27.0,0.0,31.0,36.0,0.0,2.0,0.0,0.0,
800,26.5,0.0,24.5,24.0,0.0,1.5,1.0,0.0,
900,21.5,0.0,20.5,21.5,0.0,1.5,0.0,0.0,
1000,29.0,0.0,31.0,30.5,0.0,2.5,0.5,0.0,
1100,24.5,0.0,24.5,30.0,0.0,2.0,0.5,0.0,
1200,19.0,0.0,22.0,22.5,0.0,1.0,0.0,0.0,
1300,27.0,0.0,31.0,34.5,0.0,1.5,0.5,0.0,
1400,19.0,0.0,26.0,29.0,0.0,1.5,0.5,0.0,
1500,15.0,0.0,17.0,16.0,1.0,1.0,0.0,0.0,
1600,22.5,0.0,28.0,30.5,0.0,1.5,1.0,0.0,
1700,25.5,0.0,23.0,36.5,0.0,1.5,0.0,0.0,
1800,22.5,0.0,29.0,29.0,0.0,2.5,0.5,0.0,
1900,28.0,0.0,32.0,34.5,0.0,1.5,0.5,0.0,
2000,18.5,2.0,18.0,21.5,0.0,1.0,0.0,0.0,
2100,24.0,0.0,18.0,23.5,0.0,1.5,1.0,0.0,
2200,28.0,0.0,29.0,35.0,0.0,2.0,0.0,0.0,
2300,25.0,1.0,27.0,36.0,0.0,2.0,0.5,0.0,
2400,19.0,0.0,19.0,20.5,0.0,0.5,0.5,0.0,
2500,19.0,0.0,21.5,25.0,0.0,1.5,0.0,0.0,
2600,25.5,0.0,28.5,29.0,0.0,1.5,0.0,0.0,
2700,24.5,0.0,29.5,30.5,0.0,1.5,1.0,0.0,
2800,21.5,0.0,25.5,28.5,0.0,2.0,0.0,0.0,
2900,26.5,0.0,27.0,33.0,0.0,1.0,0.5,0.0,
3000,24.0,0.0,27.5,32.0,0.0,1.5,0.5,0.0,
3100,18.0,0.0,22.5,28.0,0.0,1.5,0.0,0.0,
3200,25.5,0.0,27.0,36.5,0.0,2.0,0.5,0.0,
3300,22.5,0.0,24.5,28.5,0.0,1.0,0.5,0.0,
3400,18.0,0.0,21.5,32.0,0.0,1.5,0.0,0.0,
3500,20.5,0.0,25.0,31.0,0.0,1.0,1.0,0.0,
3600,20.0,0.0,29.0,32.5,0.0,1.5,0.0,0.0,
3700,22.5,0.0,27.0,30.5,0.0,2.0,0.0,0.0,
3800,18.0,0.0,18.0,25.0,0.0,0.5,1.0,0.0,
3900,22.0,0.0,21.5,30.5,0.0,1.5,0.0,0.0,
4000,20.0,0.0,22.5,24.5,0.0,1.5,0.0,0.0,
4100,18.5,0.0,24.0,29.0,0.0,1.5,1.0,0.0,
4200,27.0,0.0,34.5,38.0,0.0,2.0,0.0,0.0,
4300,18.5,0.0,20.5,24.0,0.0,0.5,1.0,0.0,
4400,,,,,,,,,
4500,,,,,,,,,
4600,,,,,,,,,
4700,,,,,,,,,
4800,,,,,,,,,
4900,,,,,,,,,
5000,27.5,0.0,33.5,33.0,0.0,2.0,1.0,0.0,
5100,21.5,0.0,19.5,29.5,0.0,0.5,0.0,0.0,
5200,18.5,0.0,20.5,31.5,0.0,1.5,0.0,0.0,
5300,19.5,0.0,25.5,27.5,0.0,1.5,1.0,0.0,
5400,21.5,0.0,22.5,27.5,0.0,1.5,0.0,0.0,
5500,24.0,0.0,27.0,35.0,0.0,1.5,0.0,0.0,
5600,28.5,0.0,30.5,33.5,0.0,1.5,1.0,0.0,
5700,22.0,0.0,24.0,28.0,0.0,1.5,0.0,0.0,
5800,21.5,0.0,18.5,30.5,0.0,1.0,0.0,0.0,
5900,18.5,0.0,21.5,34.5,0.0,1.0,1.0,0.0,
6000,16.0,0.0,23.0,24.0,0.0,1.5,0.0,0.0,
6100,28.0,0.0,30.5,41.0,0.0,2.0,0.5,0.0,
6200,23.0,0.0,21.5,30.0,0.0,1.5,0.5,0.0,
6300,23.0,0.0,21.5,31.0,0.0,1.5,0.0,0.0,
6400,22.0,0.0,27.5,34.0,0.0,1.5,0.0,0.0,
6500,11.0,0.0,13.0,18.0,0.0,0.0,1.0,0.0,
6600,26.0,0.0,27.5,40.5,0.0,2.5,0.0,0.0,
6700,27.5,0.0,30.5,34.0,0.0,1.5,0.5,0.0,
6800,13.5,0.0,20.0,23.5,0.0,1.0,0.5,0.0,
6900,15.5,0.0,17.5,80.5,0.0,1.5,0.0,0.0,
7000,15.5,0.0,19.5,17.5,0.0,1.5,1.0,0.0,
7100,22.0,0.0,20.0,24.0,0.0,0.5,0.0,0.0,
7200,25.5,0.0,29.5,36.0,0.0,2.0,0.0,0.0,
7300,20.5,0.0,26.5,29.0,0.0,1.5,0.0,0.0,
7400,23.5,0.0,23.0,33.0,0.0,1.5,1.0,0.0,
7500,19.5,0.0,22.0,31.0,0.0,1.5,0.0,0.0,
7600,19.5,0.0,24.0,30.0,0.0,0.5,0.5,0.0,
7700,20.5,0.0,20.0,38.0,0.0,1.5,0.5,0.0,
7800,13.0,0.0,14.0,16.0,0.0,1.0,0.0,0.0,
7900,15.0,0.0,18.0,19.0,0.0,1.0,0.0,0.0,
8000,20.0,0.0,30.0,93.0,0.0,2.0,1.0,0.0,
