time,w
13:02:47:487638,2.22423
13:02:47:756761,2.2197
13:02:48:027682,2.2197
13:02:48:322565,2.21932
13:02:48:569946,2.21932
13:02:48:843038,2.21932
13:02:49:118159,2.21932
13:02:49:413811,2.22423
13:02:49:658794,2.22423
13:02:49:919201,2.22423
13:02:50:220608,2.22423
13:02:50:487445,2.22423
13:02:50:725948,2.22423
13:02:51:009114,2.22423
13:02:51:275755,2.22423
13:02:51:608570,2.22423
13:02:51:818625,2.22423
13:02:52:110707,2.21932
13:02:52:366144,2.21932
13:02:52:629030,2.21932
13:02:52:910440,2.21932
13:02:53:179272,2.22423
13:02:53:463542,2.22423
13:02:53:715238,2.21932
