time,w
13:05:30:010526,2.21932
13:05:30:259494,2.21932
13:05:30:520475,2.21932
13:05:30:828247,2.2148000000000003
13:05:31:095940,2.2148000000000003
13:05:31:341537,2.22423
13:05:31:597875,2.22423
13:05:31:881670,2.22423
13:05:32:191449,2.22423
13:05:32:421692,2.22423
13:05:32:695790,2.22423
13:05:32:987297,2.22423
13:05:33:236779,2.22423
13:05:33:499240,2.21932
13:05:33:779704,2.21932
13:05:34:085606,2.22423
13:05:34:309078,2.22423
13:05:34:585034,2.21932
13:05:34:858883,2.21932
13:05:35:164641,2.22423
13:05:35:402961,2.22423
13:05:35:678008,2.22423
13:05:35:959613,2.22423
13:05:36:263780,2.22423
13:05:36:486801,2.22423
13:05:36:762008,2.21932
13:05:37:029918,2.21932
13:05:37:341987,2.21932
13:05:37:571771,2.21932
13:05:37:858708,2.21932
