time,w
13:03:14:907116,2.2197
13:03:15:215815,2.2197
13:03:15:494486,2.21517
13:03:15:713016,2.21517
13:03:15:976384,2.22423
13:03:16:283651,2.22423
13:03:16:518424,2.22423
13:03:16:790984,2.22423
13:03:17:082000,2.21932
13:03:17:375048,2.21932
13:03:17:603688,2.22423
13:03:17:876474,2.22423
13:03:18:154236,2.22423
13:03:18:456875,2.22423
13:03:18:689685,2.22423
13:03:18:973225,2.22423
13:03:19:240771,2.21932
13:03:19:552632,2.21932
13:03:19:772956,2.21932
13:03:20:054123,2.21932
13:03:20:337764,2.22423
13:03:20:639778,2.22423
13:03:20:875997,2.21932
13:03:21:133875,2.21932
13:03:21:412060,2.22423
13:03:21:700316,2.22423
13:03:21:937655,2.22423
13:03:22:221297,2.22423
13:03:22:494358,2.22423
13:03:22:751417,2.22423
