time,w
13:05:59:151381,2.21932
13:05:59:427350,2.22423
13:05:59:692163,2.22423
13:05:59:963895,2.2148000000000003
13:06:00:256860,2.2148000000000003
13:06:00:532377,2.21932
13:06:00:774787,2.21932
13:06:01:042737,2.22423
13:06:01:318076,2.22423
13:06:01:619375,2.21932
13:06:01:864339,2.21932
13:06:02:129245,2.21932
13:06:02:392885,2.21932
13:06:02:728011,2.22423
13:06:02:935315,2.22423
13:06:03:210109,2.22423
13:06:03:527647,2.22423
13:06:03:788978,2.22423
13:06:04:023654,2.22423
13:06:04:291314,2.22423
13:06:04:566940,2.22423
13:06:04:839676,2.21932
13:06:05:111583,2.21932
13:06:05:395130,2.22423
13:06:05:653626,2.22423
13:06:05:924127,2.21932
13:06:06:186410,2.21932
13:06:06:453545,2.22423
13:06:06:764070,2.22423
13:06:07:005404,2.21932
