,time,VSZ,RSS
0,19:46:41:665020,,
1,19:46:41:815813,0.00020061339063981443,-8.17772931716032e-05
2,19:46:41:924813,0.0,0.0
3,19:46:42:102768,0.0,0.0
4,19:46:42:263881,0.0,0.0
5,19:46:42:391262,0.0,0.0
6,19:46:42:525838,0.0,0.0
7,19:46:42:663086,0.0,0.0
8,19:46:42:798798,-9.724758932339039e-05,0.0001635679624885089
9,19:46:42:953763,0.0,0.0
10,19:46:43:041114,0.0,0.0
11,19:46:43:121581,0.0,0.0
12,19:46:43:204140,0.00010029633006602978,-0.017825992150021785
13,19:46:43:308735,0.0,0.0
14,19:46:43:473310,0.03492089540445753,0.009907309763001582
15,19:46:43:651287,0.0,0.0
16,19:46:43:793259,-0.0014858361058173175,0.06966008078920605
17,19:46:43:888366,0.01977396976264756,0.001952422545342447
18,19:46:44:033536,-0.005600302220222786,-0.0008717501666580807
19,19:46:44:163917,0.0012557094178207162,-0.003336070622048881
20,19:46:44:300905,0.0026936378012965,-0.024383335908131243
21,19:46:44:422939,0.0,0.0
22,19:46:44:523706,0.0,0.0
23,19:46:44:618863,-8.665811639940735e-06,0.0007389617587290065
24,19:46:44:740887,0.0,0.0
25,19:46:44:880925,0.0,0.0
26,19:46:45:019150,0.0,0.0
27,19:46:45:160773,0.0,0.0
28,19:46:45:303518,0.0,0.0
29,19:46:45:429799,0.0,0.0
30,19:46:45:565568,0.002637318196917926,0.0033228724386191733
31,19:46:45:716509,0.004243758246950335,0.010329872519384997
32,19:46:45:862663,-0.005161071919350668,-0.0016910349133669733
33,19:46:45:984313,0.0,0.0
34,19:46:46:092799,0.0,0.0
35,19:46:46:240879,0.0,0.0
36,19:46:46:377317,0.0,0.0
37,19:46:46:523175,0.0,0.0
38,19:46:46:632519,-0.0006776787053164313,-0.008547676751882838
39,19:46:46:739524,-0.0015698179415185587,-0.0058089105007228525
40,19:46:46:893276,0.0,0.0
41,19:46:46:985661,0.0,0.0
42,19:46:47:123286,0.0,0.0
43,19:46:47:270294,0.0,0.0
44,19:46:47:414010,0.0,0.0
45,19:46:47:541572,0.0,0.0
46,19:46:47:688186,0.0,0.0
47,19:46:47:829718,0.0,0.0
48,19:46:47:970229,0.0,0.0
49,19:46:48:109962,0.0,0.0
50,19:46:48:239269,0.0,0.0
51,19:46:48:378401,0.0,0.0
52,19:46:48:504230,0.0,0.0
53,19:46:48:641112,0.0,0.0
54,19:46:48:743942,0.0,0.0
55,19:46:48:885248,0.0,0.0
56,19:46:49:014675,0.0,0.0
57,19:46:49:162458,0.0,0.0
58,19:46:49:261441,0.0,0.0
59,19:46:49:407511,0.0,0.0
60,19:46:49:553636,0.0,0.0
61,19:46:49:671931,-0.014139014373123149,-0.005604906937394238
62,19:46:49:777810,0.0,0.0
63,19:46:49:923002,0.0,0.0
64,19:46:50:060670,0.0,0.0
65,19:46:50:155630,0.0,0.0
66,19:46:50:298627,0.0,0.0
67,19:46:50:439738,0.0,0.0
68,19:46:50:586886,0.0,0.0
69,19:46:50:722114,0.0,0.0
70,19:46:50:867667,0.0,0.0
71,19:46:50:962870,0.0,0.0
72,19:46:51:063203,0.0,0.0
73,19:46:51:191347,0.0,0.0
74,19:46:51:314661,0.0,0.0
75,19:46:51:423359,0.0,0.0
