time,w
19:26:46:893297,1.6780500000000003
19:26:47:192684,1.6780500000000003
19:26:47:439407,1.6780500000000003
19:26:47:708900,1.6780500000000003
19:26:47:979277,1.62688
19:26:48:283246,1.62688
19:26:48:508505,1.5872
19:26:48:789442,1.5872
19:26:49:075822,1.48304
19:26:49:318662,1.48304
19:26:49:591515,1.53264
19:26:49:858940,1.53264
19:26:50:203159,1.49792
19:26:50:410196,1.49792
19:26:50:684293,1.44336
19:26:50:956577,1.44336
19:26:51:253985,1.4929599999999998
19:26:51:499161,1.4929599999999998
19:26:51:771846,1.47312
19:26:52:035533,1.47312
19:26:52:331247,1.47312
19:26:52:582710,1.47312
19:26:52:851868,1.4384
19:26:53:122957,1.4384
19:26:53:481288,1.42352
19:26:53:661403,1.42352
19:26:53:936918,1.4929599999999998
19:26:54:211351,1.4929599999999998
19:26:54:470657,1.45824
19:26:54:742538,1.45824
19:26:55:015967,1.4483199999999998
