time,w
19:28:52:503915,1.6780500000000003
19:28:52:723566,1.6780500000000003
19:28:53:001083,1.6731000000000003
19:28:53:293803,1.6731000000000003
19:28:53:539444,1.5624
19:28:53:806552,1.5624
19:28:54:084624,1.46816
19:28:54:418880,1.46816
19:28:54:621530,1.52272
19:28:54:889543,1.52272
19:28:55:152476,1.4015399999999998
19:28:55:485209,1.4015399999999998
19:28:55:700521,1.34687
19:28:55:969663,1.34687
19:28:56:283946,1.38663
19:28:56:577767,1.38663
19:28:56:784567,1.4185599999999998
19:28:57:061136,1.4185599999999998
19:28:57:336030,1.35184
19:28:57:655295,1.35184
19:28:57:865959,1.4164499999999998
19:28:58:176472,1.4164499999999998
19:28:58:430720,1.4114799999999998
19:28:58:680858,1.4114799999999998
19:28:58:952148,1.3269900000000001
19:28:59:224957,1.3269900000000001
19:28:59:559476,1.3667500000000001
19:28:59:772033,1.3667500000000001
19:29:00:033576,1.39657
19:29:00:310980,1.39657
