time,w
19:30:38:593597,1.6731000000000003
19:30:38:861827,1.6731000000000003
19:30:39:131802,1.6731000000000003
19:30:39:437571,1.6731000000000003
19:30:39:674635,1.6715200000000001
19:30:39:945228,1.6715200000000001
19:30:40:221314,1.33693
19:30:40:479478,1.33693
19:30:40:753893,1.62192
19:30:41:032240,1.62192
19:30:41:324741,1.6764800000000002
19:30:41:563746,1.6764800000000002
19:30:41:843347,1.32202
19:30:42:104178,1.32202
19:30:42:404656,1.35184
19:30:42:653396,1.35184
19:30:42:920598,1.34687
19:30:43:194001,1.34687
19:30:43:517921,1.31208
19:30:43:761390,1.31208
19:30:44:002778,1.2922
19:30:44:280717,1.2922
19:30:44:589741,1.33693
19:30:44:824112,1.33693
19:30:45:093702,1.35681
19:30:45:369301,1.35681
19:30:45:621146,1.37669
19:30:45:906693,1.37669
19:30:46:172693,1.37172
19:30:46:457675,1.37172
19:30:46:705623,1.27729
