time,w
19:32:05:514872,1.6731000000000003
19:32:05:825525,1.6764800000000002
19:32:06:060457,1.6764800000000002
19:32:06:342324,1.6764800000000002
19:32:06:596692,1.6764800000000002
19:32:06:915017,1.36178
19:32:07:153201,1.36178
19:32:07:416710,1.54256
19:32:07:695418,1.54256
19:32:07:981846,1.3269900000000001
19:32:08:254370,1.3269900000000001
19:32:08:501024,1.32202
19:32:08:781978,1.32202
19:32:09:047324,1.2922
19:32:09:314891,1.2922
19:32:09:592249,1.28226
19:32:09:888623,1.28226
19:32:10:133243,1.2922
19:32:10:390891,1.2922
19:32:10:674254,1.2922
19:32:10:976008,1.2922
19:32:11:212252,1.25244
19:32:11:474151,1.25244
19:32:11:752717,1.25741
19:32:12:047043,1.25741
19:32:12:298533,1.34687
19:32:12:560977,1.34687
19:32:12:840188,1.45328
19:32:13:130715,1.45328
19:32:13:374453,1.26735
