0,1.4296999999999995
100,
200,1.4296999999999995
300,
400,
500,1.43754
600,
700,
800,1.43754
900,
1000,1.4326
1100,
1200,
1300,1.4326
1400,
1500,
1600,0.81508
1700,
1800,
1900,0.81508
2000,
2100,0.60756
2200,
2300,
2400,0.60756
2500,
2600,
2700,0.5727000000000001
2800,
2900,0.5727000000000001
3000,
3100,
3200,0.5876399999999999
3300,
3400,
3500,0.5876399999999999
3600,
3700,0.6523800000000001
3800,
3900,
4000,0.6523800000000001
4100,
4200,
4300,1.02176
4400,
4500,
4600,1.02176
4700,
4800,0.56274
4900,
5000,
5100,0.56274
5200,
5300,
5400,0.54391
5500,
5600,
5700,0.54391
5800,
5900,0.5826600000000001
6000,
6100,
6200,0.5826600000000001
6300,
6400,
6500,0.7454999999999999
6600,
6700,0.7454999999999999
6800,
6900,
7000,0.5776800000000001
7100,
7200,
7300,0.5776800000000001
7400,
7500,0.59262
7600,
7700,
7800,0.59262
7900,
8000,
8100,0.5389200000000001
