0,1.4296999999999995
100,
200,
300,1.4296999999999995
400,
500,
600,1.42477
700,
800,1.42477
900,
1000,
1100,1.1583
1200,
1300,
1400,1.1583
1500,
1600,0.7604099999999999
1700,
1800,
1900,0.7604099999999999
2000,
2100,
2200,0.7007699999999999
2300,
2400,
2500,0.7007699999999999
2600,
2700,0.55776
2800,
2900,
3000,0.55776
3100,
3200,
3300,0.5727000000000001
3400,
3500,0.5727000000000001
3600,
3700,
3800,0.5727000000000001
3900,
4000,
4100,0.5727000000000001
4200,
4300,0.7355599999999999
4400,
4500,
4600,0.7355599999999999
4700,
4800,
4900,0.55278
5000,
5100,
5200,0.55278
5300,
5400,0.6523800000000001
5500,
5600,
5700,0.6523800000000001
5800,
5900,
6000,0.5129400000000001
6100,
6200,
6300,0.5129400000000001
6400,
6500,0.5826600000000001
6600,
6700,
6800,0.5826600000000001
6900,
7000,
7100,0.95232
7200,
7300,0.95232
7400,
7500,
7600,0.9672
7700,
7800,
7900,0.9672
8000,
8100,0.55776
