user,nice,system,idle,iowait,irq,softirq,steal,cpu_scaling_freq,time
51619,12451,37705,8219935,5222,4860,2457,0,1996,15:31:09:011215
51628,12453,37710,8219935,5222,4861,2457,0,1996,15:31:09:172205
51631,12459,37715,8219935,5222,4861,2457,0,1996,15:31:09:296233
51634,12460,37721,8219935,5222,4861,2457,0,1996,15:31:09:410836
51640,12461,37727,8219935,5222,4862,2457,0,1996,15:31:09:586114
51654,12462,37731,8219935,5222,4862,2457,0,1996,15:31:09:762536
51660,12464,37737,8219936,5222,4863,2457,0,1996,15:31:09:902539
51668,12464,37741,8219936,5222,4863,2458,0,1996,15:31:10:008308
51676,12464,37742,8219937,5222,4863,2458,0,1996,15:31:10:170457
51685,12464,37750,8219937,5222,4864,2458,0,1996,15:31:10:302425
51690,12464,37752,8219941,5222,4864,2458,0,1363,15:31:10:416495
51692,12464,37754,8219947,5222,4864,2458,0,1996,15:31:10:517475
51696,12464,37758,8219949,5222,4864,2458,0,1996,15:31:10:671124
51705,12464,37761,8219951,5222,4865,2458,0,1996,15:31:10:796889
51710,12464,37767,8219952,5222,4865,2458,0,1996,15:31:10:908766
51715,12464,37769,8219958,5222,4865,2458,0,1996,15:31:11:033487
51720,12464,37770,8219961,5222,4865,2458,0,1996,15:31:11:235801
51723,12464,37776,8219975,5222,4866,2458,0,1363,15:31:11:396426
51723,12464,37777,8219985,5222,4866,2458,0,1996,15:31:11:528857
51724,12464,37778,8219995,5222,4866,2458,0,1132,15:31:11:613926
51729,12464,37778,8220000,5222,4866,2458,0,1996,15:31:11:742922
51737,12464,37780,8220001,5222,4867,2458,0,1132,15:31:11:861855
51738,12464,37782,8220009,5222,4867,2458,0,1747,15:31:11:960746
51739,12464,37783,8220016,5222,4867,2459,0,1996,15:31:12:085157
51740,12464,37783,8220025,5222,4867,2459,0,1996,15:31:12:179464
51741,12464,37784,8220034,5222,4867,2459,0,825,15:31:12:380730
51742,12464,37785,8220051,5222,4867,2459,0,1996,15:31:12:480936
51743,12464,37785,8220059,5222,4867,2459,0,1996,15:31:12:580952
51744,12464,37787,8220065,5222,4868,2459,0,1996,15:31:12:696378
51746,12464,37789,8220074,5222,4868,2459,0,1996,15:31:12:807590
51748,12464,37790,8220082,5222,4868,2459,0,1747,15:31:12:915681
51750,12464,37792,8220088,5222,4868,2459,0,1996,15:31:13:033950
51752,12464,37793,8220098,5222,4868,2459,0,1536,15:31:13:160984
51753,12464,37794,8220108,5222,4868,2459,0,1363,15:31:13:296293
51755,12464,37796,8220119,5222,4868,2459,0,1996,15:31:13:432754
51757,12464,37797,8220126,5222,4868,2459,0,825,15:31:13:544420
51758,12464,37798,8220135,5222,4868,2459,0,1996,15:31:13:670531
51762,12464,37799,8220141,5222,4869,2459,0,1747,15:31:13:783668
51763,12464,37802,8220149,5222,4869,2459,0,1363,15:31:13:908017
51764,12464,37803,8220158,5222,4869,2459,0,1747,15:31:14:030163
51765,12464,37804,8220167,5222,4869,2459,0,825,15:31:14:163686
51767,12464,37805,8220179,5222,4869,2459,0,1132,15:31:14:276636
51768,12464,37805,8220187,5222,4869,2459,0,1747,15:31:14:387339
51769,12464,37806,8220196,5222,4869,2459,0,1996,15:31:14:489017
51771,12464,37808,8220200,5222,4869,2459,0,1996,15:31:14:585848
51776,12464,37813,8220202,5222,4870,2459,0,1996,15:31:14:704599
51777,12464,37816,8220210,5222,4870,2459,0,1747,15:31:14:834741
51778,12464,37816,8220221,5222,4870,2459,0,1996,15:31:14:946696
51780,12464,37817,8220229,5222,4870,2459,0,1363,15:31:15:033079
51781,12464,37818,8220235,5222,4870,2459,0,1996,15:31:15:131838
51782,12464,37820,8220243,5222,4870,2459,0,1747,15:31:15:263572
51783,12464,37821,8220254,5222,4870,2459,0,1996,15:31:15:399905
51786,12464,37822,8220267,5222,4871,2459,0,1536,15:31:15:537465
51789,12464,37823,8220273,5222,4871,2459,0,1996,15:31:15:654950
51793,12465,37824,8220278,5222,4871,2459,0,1996,15:31:15:777750
51795,12465,37825,8220288,5222,4871,2459,0,1996,15:31:15:878067
51798,12465,37827,8220295,5222,4871,2459,0,979,15:31:15:998714
51799,12465,37828,8220303,5222,4871,2459,0,825,15:31:16:076107
51800,12465,37829,8220309,5222,4871,2459,0,1996,15:31:16:169287
51801,12465,37830,8220317,5222,4871,2459,0,1996,15:31:16:292930
51802,12465,37830,8220328,5222,4871,2459,0,1747,15:31:16:449857
51804,12465,37831,8220343,5222,4871,2459,0,1536,15:31:16:581051
51806,12465,37832,8220350,5222,4872,2459,0,1536,15:31:16:701421
51808,12465,37833,8220359,5222,4872,2459,0,1536,15:31:16:842721
51810,12465,37835,8220368,5222,4872,2459,0,1996,15:31:16:932285
