time[ms],cpu_load,cpu_scaling_freq
0,,
100,0.9411764705882353,
200,0.9554140127388535,
300,0.7853107344632768,
400,0.728,
500,0.7664233576642335,
600,0.7070707070707071,
700,0.7518248175182481,
800,0.6185567010309279,
900,0.7333333333333333,
1000,0.6583850931677019,
1100,0.628099173553719,
1200,0.6257668711656442,
1300,0.6390243902439025,
1400,0.8092105263157895,
1500,0.8389261744966443,
1600,0.8248175182481752,
1700,0.8421052631578947,
1800,0.8979591836734694,
1900,0.7449664429530202,
2000,0.890625,
2100,0.7077922077922078,
2200,0.7857142857142857,
2300,0.7175141242937854,
2400,0.7189542483660131,
2500,0.6762589928057554,
2600,0.7168674698795181,
2700,0.6775956284153005,
2800,0.7338709677419355,
2900,0.5581395348837209,
3000,0.3696682464454976,
3100,0.5962732919254659,
3200,0.53125,
3300,0.6407185628742516,
3400,0.6374269005847953,
3500,0.6118421052631579,
3600,0.6912751677852349,
3700,0.7062937062937062,
3800,0.6267605633802817,
3900,0.6232876712328768,
4000,0.4245810055865922,
4100,0.48677248677248675,
4200,0.6462585034013606,
4300,0.5944055944055944,
4400,0.6211180124223602,
4500,0.624,
4600,0.592814371257485,
4700,0.66,
4800,0.7727272727272727,
4900,0.6581196581196581,
5000,0.6585365853658537,
5100,0.5476190476190477,
5200,0.5925925925925926,
5300,0.6490066225165563,
5400,0.6330935251798561,
5500,0.602316602351926,
5600,0.6446280991332196,
5700,0.6438356164383562,
5800,0.6219512195121951,
5900,0.6050955414012739,
6000,0.610062893081761,
6100,0.6055555555555555,
6200,0.635593220338983,
6300,0.6056338028169014,
6400,0.611764705882353,
6500,0.6635514018691588,
6600,0.5671641791044776,
6700,0.5595238095238095,
6800,0.6170212765957447,
6900,0.5828220858895705,
7000,0.6209150326797386,
7100,0.6785714285714286,
7200,0.32142857142857145,
7300,0.6458333333333334,
7400,0.6201923076923077,
7500,0.5945945945945946,
7600,0.6124031007751938,
7700,0.6516129032258065,
7800,0.5555555555555556,
7900,0.5519125683060109,
8000,0.62,
8100,0.5490196078431373,
