,time[ms],cpu_load,cpu_scaling_freq
0,0,,
1,100,0.9637305699481864,
2,200,0.8304093567251462,
3,300,0.7790055248618785,
4,400,0.7770700636942676,
5,500,0.7701149425287356,
6,600,0.7314814814814815,
7,700,0.7384615384615385,
8,800,0.6338028169014085,
9,900,0.6976744186046512,
10,1000,0.3391304347826087,
11,1100,0.6379310344827587,
12,1200,0.6554054054054054,
13,1300,0.6770186335403726,
14,1400,0.6417910447761194,
15,1500,0.6818181818181818,
16,1600,0.6291390728476821,
17,1700,0.7621621621621621,
18,1800,0.8,
19,1900,0.8220858895705522,
20,2000,0.6460176991150443,
21,2100,0.7903225806451613,
22,2200,0.8064516129032258,
23,2300,0.8536585365853658,
24,2400,0.9333333333333332,
25,2500,0.9746835443037974,
26,2600,0.9506172839506172,
27,2700,0.9504504504504504,
28,2800,0.8125,
29,2900,0.6727272727272727,
30,3000,0.8166666666666667,
31,3100,0.524,
32,3200,0.7066666666666667,
33,3300,0.6864406779661016,
34,3400,0.7205882352941176,
35,3500,0.7180851063829787,
36,3600,0.7,
37,3700,0.6787878787878788,
38,3800,0.7194244604316546,
39,3900,0.6645962732919255,
40,4000,0.7006802721088435,
41,4100,0.6228571428571429,
42,4200,0.6898395721925134,
43,4300,0.6849315068493149,
44,4400,0.6931216931216931,
45,4500,0.6694214876033058,
46,4600,0.7204968944099379,
47,4700,0.6666666666666666,
48,4800,0.6842105263157895,
49,4900,0.6844660194174758,
50,5000,0.6466666666666666,
51,5100,0.6727272727272727,
52,5200,0.6428571428571429,
53,5300,0.6733668341708543,
54,5400,0.6932515337423313,
55,5500,0.7025316455696202,
56,5600,0.8206896551724138,
57,5700,0.7046979865771812,
58,5800,0.6870229007633588,
59,5900,0.7272727272727273,
60,6000,0.8029197080291971,
61,6100,0.6796875,
62,6200,0.575,
63,6300,0.6503496503496503,
64,6400,0.696551724137931,
65,6500,0.7066666666666667,
66,6600,0.6746987951807228,
67,6700,0.6849315068493149,
68,6800,0.6620370370370371,
69,6900,0.6311475409836066,
70,7000,0.7241379310344828,
71,7100,0.6695652173913044,
72,7200,0.6615384615384615,
73,7300,0.4622222222222222,
74,7400,0.6666666666666666,
75,7500,0.6973684210526315,
76,7600,0.6747967479674797,
77,7700,0.6571428571428571,
78,7800,0.6875,
79,7900,0.6627218934911243,
0,0,,
1,100,0.7972027972027972,
2,200,0.765625,
3,300,0.7179487179487181,
4,400,0.8529411764705882,
5,500,0.7333333333333333,
6,600,0.6938775510204082,
7,700,0.6559999999999999,
8,800,0.8846153846153846,
9,900,0.8595505617977528,
10,1000,,
11,1100,,
12,1200,0.8571428571428571,
13,1300,0.8486842105263158,
14,1400,0.9705882352941176,
15,1500,0.9411764705882352,
16,1600,0.9420289855072465,
17,1700,,
18,1800,,
19,1900,0.7731958762886598,
20,2000,,
21,2100,,
