time[ms],cpu_load,cpu_scaling_freq,cpu,sitename,w
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1843.0,8,netflix,1.0
0,,1843.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
0,,1996.0,8,netflix,1.0
0,,1996.0,8,netflix,1.0745248
100,1.0,1996.0,8,netflix,
100,0.9411764705882352,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,0.9411764705882352,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,0.9375,1996.0,8,netflix,
100,0.9444444444444444,1996.0,8,netflix,
100,0.6428571428571429,1747.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,,,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,0.88,1996.0,8,netflix,
100,0.4615384615384616,1363.0,8,netflix,
100,,,8,netflix,
100,,,8,netflix,
100,1.0,1996.0,8,netflix,
100,0.9444444444444444,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,0.8421052631578947,1996.0,8,netflix,
100,,,8,netflix,
100,0.9411764705882352,1996.0,8,netflix,
100,,,8,netflix,
100,1.0,1996.0,8,netflix,
100,0.9375,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,,,8,netflix,
100,0.9444444444444444,1996.0,8,netflix,
100,0.9375,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,0.9333333333333332,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,0.9090909090909092,1996.0,8,netflix,
100,1.0,1996.0,8,netflix,
100,,,8,netflix,
100,1.0,1996.0,8,netflix,
100,,,8,netflix,
100,,,8,netflix,
100,,,8,netflix,
100,,,8,netflix,
100,1.0,1996.0,8,netflix,
200,0.9090909090909092,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,0.8888888888888888,1996.0,8,netflix,1.075086923076923
200,0.9166666666666666,1843.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,0.9166666666666666,1996.0,8,netflix,1.075086923076923
200,0.18181818181818185,1996.0,8,netflix,1.075086923076923
200,0.75,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,0.9285714285714286,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,0.8333333333333334,1996.0,8,netflix,1.075086923076923
200,0.21428571428571427,825.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,,,8,netflix,1.075086923076923
200,,,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,0.875,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,,,8,netflix,1.075086923076923
200,0.8888888888888888,1996.0,8,netflix,1.075086923076923
200,,1843.0,8,netflix,1.075086923076923
200,,,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,0.9090909090909092,1996.0,8,netflix,1.075086923076923
200,0.9,1996.0,8,netflix,1.075086923076923
200,,,8,netflix,1.075086923076923
200,0.9,1996.0,8,netflix,1.075086923076923
200,,,8,netflix,1.075086923076923
200,1.0,1996.0,8,netflix,1.075086923076923
200,0.9090909090909092,1996.0,8,netflix,1.075086923076923
200,0.9090909090909092,1996.0,8,netflix,1.075086923076923
200,0.8333333333333334,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,0.6875,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,,1996.0,8,netflix,1.075086923076923
200,0.9,1996.0,8,netflix,1.075086923076923
300,0.75,1996.0,8,netflix,1.074511875
300,0.9090909090909092,1996.0,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,0.8888888888888888,1996.0,8,netflix,1.074511875
300,,,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,0.9166666666666666,1132.0,8,netflix,1.074511875
300,0.875,1996.0,8,netflix,1.074511875
300,0.0,1996.0,8,netflix,1.074511875
300,0.9166666666666666,1996.0,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,,,8,netflix,1.074511875
300,0.7446808510638298,1871.5,8,netflix,1.074511875
300,,,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,,,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,0.9,1996.0,8,netflix,1.074511875
300,,1996.0,8,netflix,1.074511875
300,,1996.0,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,0.75,1996.0,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,0.9166666666666666,1996.0,8,netflix,1.074511875
300,0.8888888888888888,1996.0,8,netflix,1.074511875
300,1.0,1996.0,8,netflix,1.074511875
300,,1996.0,8,netflix,1.074511875
300,,,8,netflix,1.074511875
300,0.9285714285714286,1996.0,8,netflix,1.074511875
300,,1996.0,8,netflix,1.074511875
