time,w
14:21:06:147942,2.09781
14:21:06:452035,2.107
14:21:06:686516,2.107
14:21:06:951529,1.73394
14:21:07:241037,1.73394
14:21:07:531369,0.5838300000000001
14:21:07:765830,0.5838300000000001
14:21:08:030317,0.6836300000000001
14:21:08:309925,0.6836300000000001
14:21:08:648904,0.55389
14:21:08:858162,0.55389
14:21:09:130417,0.62375
14:21:09:397015,0.62375
14:21:09:666732,0.5988
14:21:09:935790,0.5988
14:21:10:200200,0.57884
14:21:10:489687,0.57884
14:21:10:743839,0.5738500000000001
14:21:11:052584,0.5738500000000001
14:21:11:292022,0.50898
14:21:11:602849,0.50898
14:21:11:827646,0.51896
14:21:12:108166,0.51896
14:21:12:397927,0.54391
14:21:12:693998,0.54391
14:21:12:920247,0.6536900000000001
14:21:13:189059,0.6536900000000001
14:21:13:457911,0.60878
14:21:13:795302,0.60878
14:21:14:003971,0.5389200000000001
