time,w
02:00:57:036351,1.4326
02:00:57:313490,1.4326
02:00:57:585825,1.4326
02:00:57:874418,1.4326
02:00:58:115852,1.0564799999999999
02:00:58:394343,1.0564799999999999
02:00:58:667633,0.5976
02:00:58:983817,0.5976
02:00:59:213988,0.5727000000000001
02:00:59:479203,0.5727000000000001
02:00:59:747946,0.65736
02:01:00:015858,0.65736
02:01:00:300523,0.54391
02:01:00:589662,0.54391
02:01:00:830640,0.51397
02:01:01:106461,0.51397
02:01:01:380555,0.53393
02:01:01:650329,0.53393
02:01:01:918838,0.52894
02:01:02:190626,0.52894
02:01:02:460416,0.58764
02:01:02:736202,0.58764
02:01:03:011385,0.50399
02:01:03:270179,0.50399
02:01:03:545366,0.51896
02:01:03:816213,0.51896
02:01:04:132153,0.53393
02:01:04:366937,0.53393
02:01:04:624426,0.50898
02:01:04:900348,0.50898
