time,w
14:26:04:643748,2.08184
14:26:04:875272,1.73888
14:26:05:136060,1.73888
14:26:05:463463,1.9434
14:26:05:687698,1.9434
14:26:05:958626,0.88644
14:26:06:223066,0.88644
14:26:06:518532,0.61876
14:26:06:773190,0.61876
14:26:07:031648,0.55888
14:26:07:314041,0.55888
14:26:07:620866,0.6387200000000001
14:26:07:860672,0.6387200000000001
14:26:08:115769,0.5838300000000001
14:26:08:400378,0.5838300000000001
14:26:08:716918,0.51397
14:26:08:938669,0.51397
14:26:09:207423,0.6872400000000001
14:26:09:480319,0.6872400000000001
14:26:09:802223,0.6487
14:26:10:018531,0.6487
14:26:10:292020,0.51397
14:26:10:605271,0.51397
14:26:10:833285,0.7868400000000001
14:26:11:101430,0.7868400000000001
14:26:11:375649,0.6636700000000001
14:26:11:667493,0.6636700000000001
14:26:11:908492,0.5988
14:26:12:193715,0.5988
14:26:12:482700,0.5838300000000001
