time,w
14:23:30:572048,2.0727
14:23:30:876506,1.79452
14:23:31:086918,1.79452
14:23:31:362487,1.79452
14:23:31:630752,1.79452
14:23:31:943087,0.747
14:23:32:174052,0.747
14:23:32:436514,0.58882
14:23:32:733518,0.58882
14:23:32:971696,0.5838300000000001
14:23:33:250517,0.5838300000000001
14:23:33:531899,0.6536900000000001
14:23:33:863259,0.6536900000000001
14:23:34:059654,0.6487
14:23:34:330257,0.6487
14:23:34:609758,0.55888
14:23:34:913644,0.55888
14:23:35:150935,0.58882
14:23:35:415327,0.58882
14:23:35:708223,0.50898
14:23:35:997442,0.50898
14:23:36:234444,0.5638700000000001
14:23:36:502255,0.5638700000000001
14:23:36:777793,0.60878
14:23:37:110763,0.60878
14:23:37:315023,0.51397
14:23:37:615147,0.51397
14:23:37:891427,0.5838300000000001
14:23:38:123734,0.5838300000000001
14:23:38:404931,0.56886
