time,w
14:21:53:987727,2.1021
14:21:54:260703,2.1021
14:21:54:587543,2.1021
14:21:54:811152,1.8302399999999999
14:21:55:072459,1.8302399999999999
14:21:55:343443,0.53393
14:21:55:625138,0.53393
14:21:55:872833,0.56886
14:21:56:143915,0.56886
14:21:56:467446,0.54391
14:21:56:695681,0.54391
14:21:56:958683,0.53393
14:21:57:242496,0.53393
14:21:57:520803,0.64371
14:21:57:779576,0.64371
14:21:58:042390,0.60878
14:21:58:324820,0.60878
14:21:58:627048,0.57884
14:21:58:860970,0.57884
14:21:59:128848,0.5638700000000001
14:21:59:414912,0.5638700000000001
14:21:59:702352,0.5638700000000001
14:21:59:933887,0.5638700000000001
14:22:00:218586,0.58882
14:22:00:488182,0.58882
14:22:00:785821,0.5638700000000001
14:22:01:024874,0.5638700000000001
14:22:01:304291,0.5988
14:22:01:642560,0.5988
14:22:01:843507,0.55389
