,sitename,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000
pmodel,amazon,1.5230391345820844,1.5230391345820844,1.2860930638205128,1.2265984421464649,1.2392810013213102,1.2562625920216457,1.4306559944439259,1.437458115344017,1.465934558272297,1.3338211751447564,1.3563475486011909,1.2881828388280585,1.2721225846564104,1.3455425553616234,1.2425378910714286,1.4797598207485727,1.5051772454321792,1.4151882313931372,1.4021782655970545,1.2992960916472651,1.0561840422051278,0.8282603191211751,0.9333506125569688,1.0512463937237762,1.3211191640850402,1.5363916184940427,1.189469787724896,1.2826016386527908,1.1677379561355723,1.366442957558994,0.9843994122949712,0.9869212199936612,0.9215940119594732,0.976339680391234,1.03433434748403,1.0079182433519396,1.1928500018098829,1.1108983031606898,1.0352916903712672,1.1204677673029173,0.9448642833186484,0.8433866240956175,0.8439561683087323,0.7639749368570872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.2015830625867308,1.2015830625867308,1.1820963650784315,1.112408449697479,1.1894559243791485,1.257364743584083,1.3410072503539676,1.218262475024133,1.4150649850803705,1.3791742913937453,1.2412060306893935,1.3157816766702788,1.3334199500893615,1.1897703620101008,1.1728666540227275,1.2994486953048607,1.3549297210565836,1.2823904563736264,1.2875416294911202,1.421038962530938,1.274949822845763,1.17870235734107,1.1499544397348689,1.180217430593702,1.1714136379708715,1.3264487960607894,1.1193513122339749,1.2666282665754665,1.1297554312122933,1.2224600592143555,0.5153536835505665,0.4737361586540942,0.6979720142731607,0.7087156287060942,0.5954110094101699,0.8994120694364885,1.0089946579498208,1.1327149049967529,0.9377684360931,1.1211771995163344,1.1091937935384617,1.071207304560974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.5461245015976286,1.5461245015976286,1.4004886129507277,0.9976747401319288,1.3209307240145691,1.4983016783225112,1.4557690145609683,1.4021679615346154,1.2934266856457266,1.4339543359124842,1.4264225128488175,1.4241237112801906,1.466760496681939,1.294117704393107,1.3106997869636752,1.3603488396803196,1.449357237683683,1.206990799509092,1.1296808557868183,1.0747591725881862,1.1500359314654598,1.2378712817121973,1.4681360625281257,1.2095567887281498,1.1559786227369857,1.3412914406126857,1.197040748348858,1.3361690339384804,1.1108364771698374,1.1602790801170233,1.0452382696794429,1.1057686788840908,1.1647099586276006,1.1263839888858302,1.1426158545142164,1.0855734319125876,1.0569321188484322,1.0091803010841751,0.9810339721758272,0.8485653945840266,0.8647302947602887,0.8286045781916839,1.1447787032156351,1.1805883915740742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.502728472808606,1.502728472808606,1.4374142936942842,1.1490392633296391,1.1919425474997851,1.4840879426421911,1.4814654705058277,1.3167717267943173,1.2944164796357192,1.381382212073185,1.3688438025769751,1.4183378094946817,1.2707341261473064,1.4738040734354263,1.3983896479052036,1.2543827459577919,1.1564779992291387,1.2122409319065452,1.1998554449430845,1.3470999527832723,1.3193885653264819,1.2945958029424205,1.186227512491239,1.2907243953364322,1.5054375547621217,1.4305485255547787,1.159939220618949,1.2913521450570755,1.2433108142790457,1.1595631401553028,1.024114734865933,1.0117328197925577,1.0068044427063259,1.1993609075419962,1.050394209432172,1.3049411726385791,1.083544461086514,1.1006541889072592,1.0376810535515548,1.2142731991286912,0.8408639466420343,0.8746770350025903,0.8279431456846406,1.2490311882786511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.4067661246426448,1.4067661246426448,0.9716841685449974,1.1703547253139206,1.3732960811546668,1.4165964405593914,1.4603207142715615,1.3970505965205593,1.4210591374448962,1.3066836137345574,1.278081596804426,1.255877375280627,1.4895564423855858,1.4845372741766707,1.1238039266042,1.1916991848350935,1.1415997534777849,1.263655893016144,1.3914641669058103,1.3897247732568734,1.1713111806358687,1.1193084489917091,0.919822914791744,1.173296813147919,1.1630904918729603,1.2698489843177656,1.365473522178354,0.9771173630875196,1.0537769293461974,1.103850857305336,0.9383725122925408,0.7994676688694697,0.8368531177257915,0.7271071382861364,0.9872651966840056,1.1712088546163868,1.1708542683124654,1.2230416267299922,1.1406753017321156,1.1615802877895334,1.1967089449514372,0.9876070075587224,0.9465917019842544,0.8711056052612155,1.2151355698027264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.5518383428080702,1.5518383428080702,1.2453121069531794,1.3501615276401722,1.3438527584718278,1.4379167577725678,1.473389276945264,1.5655813323463614,1.5401293878412003,1.519168764586682,1.4589835363857833,1.4516507552855424,1.3423953629850591,1.111780823726548,1.0498234339893608,0.8884096891948885,0.8884096891948885,0.8884096891948885,1.1735032316068126,1.1868935160113327,1.1468088168260873,1.5039712699928502,1.0960676335087838,1.1778862562029642,1.0561198044074642,0.9874782839768672,1.4431837514945434,0.8585100286733236,0.7830039608538792,0.7119851967150453,1.1479748856408456,0.96102919507978,1.1661405581818178,1.1158353247239057,1.222048527641414,1.048984325677778,0.9299729131579592,0.7430036898932809,0.7024603745519408,0.7024603745519408,0.851724410775625,1.0368179344602146,1.2756841545268451,1.0387644291447162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.4775156578705613,1.4775156578705613,1.4718988733080995,1.2592064238059386,1.3877988458205133,1.248050230832939,1.2051144056864191,1.1674894223476575,1.1598302134190863,1.1778262481249686,1.365788380128214,1.3086733417559908,1.5363515403115349,1.4021396051468535,1.2829574785006246,1.5078894521472477,1.4588158618209195,1.5480872460985684,1.399439458864074,1.2529458064579204,1.2310346265440786,1.417659069198653,1.2779659535382462,1.1831951546229602,0.9263243424865134,1.0413034677206414,1.2660488206682206,1.372779824791179,1.3881608606359228,0.9397613181572972,0.8144727921294691,0.9191664644715448,0.927166104818182,1.2947258403040969,1.1598513306006302,1.0636625837091196,0.9417165687497474,1.0783548506889873,1.0033222967715378,0.9632044176825696,0.9517320283406526,1.0722044856294115,1.064571265577388,1.0027466813070047,0.946492662985646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.5437600725216891,1.5437600725216891,1.3824946710538382,1.3286984695748334,1.3444093098778578,1.3745375867281746,1.3839070891860468,1.336498243437867,1.3351860586879702,1.3424733275328475,1.3942461595725852,1.367347880417054,1.4165010534802531,1.2250454413762395,1.3294564843714929,1.4195017904973817,1.0446770561641752,1.1138424785733123,0.9594343143133008,1.2158013128141023,1.2851729074731937,1.2223881595459771,1.2386648995686582,1.2355600211860858,0.947799185723486,1.4065153769249568,1.263804057826427,1.456307078588967,1.1468710744254866,1.1195799453644335,1.0047102353438475,0.9440486863218468,0.8453664655402562,1.1238539847732265,1.1646263314838272,1.2072583075467866,1.1577758203115511,1.2402382876911977,1.1643249775965685,1.1374141088558558,1.1364853235429293,1.0099625702995203,0.9119240572203547,0.8243113143638847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.3158610752252118,1.3158610752252118,1.2179771131779793,1.2058964931180272,1.2189447650978775,1.3817205548332463,1.4625247310692226,1.4179066278606625,1.4099739053948968,1.4044769696672774,1.432671393628886,1.3611428074514276,1.3737721471075166,1.4771215377075166,1.1072453046928905,1.1078770534292102,1.1412784739569908,1.0639265384604886,1.4140918750335714,1.2998088743550342,1.3177128126561892,1.193221361629298,1.1351378428016887,1.1717860095194044,1.0648860789298036,1.113338098541805,1.1933377263497675,1.1090815643273797,1.086113271228739,1.1178051563484233,0.9822781742906777,1.0954514664102564,1.1633305125338982,1.1483942180883655,0.7847006208790737,1.0823007796297597,1.27072284555575,1.2003818344731745,0.9745416662094016,1.0837791370129777,1.0860122777361343,0.9169691410807624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.4841869552506155,1.4841869552506155,1.3976731955919082,1.3720829724867531,1.392971679692819,1.51079279050319,1.3965190933532845,1.4204175105975856,1.4684715125568597,1.4539166594611077,1.3697698778755412,1.3688211912938084,1.1918646941361295,0.9123903379857402,0.8835494337073239,1.0293826069357863,1.4520428959251914,1.378013150404117,1.38810263130754,1.198167917160112,1.2220307543651177,1.2138485164954176,1.4654493235078894,0.9923745863797404,0.966907455547161,0.9052788200856228,1.082016487678188,1.4068974475253628,1.3432924638848074,1.0265576281213231,1.0703295512318731,1.0098455804200983,1.2134544377894327,0.9977093306658894,0.8148978853175042,0.6435448378033116,0.8155210173588671,0.9451730915699338,0.9297143712567456,1.0274274546177158,1.062103508434609,1.0659163850935256,1.1899450278276786,1.1427811746243255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.5166458965033132,1.5166458965033132,1.4112461288616096,1.2084721681435258,1.1976082144202032,1.1770277855313145,1.3967634701077345,1.5068884971367529,1.5283140511025644,1.3868742728336247,1.3250433866394715,1.4241483797357004,1.3969694373621795,1.2983608205256432,1.3134414107625778,1.1952097780218731,1.004308957768722,1.0629375222251314,1.359073235168887,1.3877297620647755,1.4403301409834146,1.2563525314158328,1.3024108949633053,1.4143768596786268,1.2337632672020202,1.260103851273619,1.2377116794055834,0.9564587003077528,1.051875214060606,1.021660854579443,1.1134670825458706,1.1447535499306407,1.1507336517679128,1.1681355689159214,1.007556681387246,0.7531650382380898,0.7055497015765461,0.7655241784057317,0.9988570103011026,1.0218534257130791,1.0713805081131649,1.0408115794706427,0.9699474037575758,1.159473608076811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.5638580197339595,1.5638580197339595,1.4069951053330008,1.2885746523658077,1.220545877494672,1.0907531572257887,0.9902186403441938,0.975016134578428,0.8764474805093796,0.8774929287402237,0.8500692071194741,1.4213180515951782,1.438369795783057,1.4388313821466934,1.4611185391033317,1.438968254293362,1.536616600088125,1.4517959578275614,1.3360811481702188,1.3130533706511267,1.3727304108140683,1.3553627452768375,1.3503291451274049,1.4074253332638889,1.344300787181527,1.3900308597720796,1.374044486463796,1.2635210322901749,0.9519216128772341,1.1177584744181086,1.3668595895774158,1.5339437089351868,1.3098682797613126,1.2932050821857972,1.2804698624586397,1.1848411729268378,1.031972571614047,0.9738612389008297,0.8461519168909809,0.8626743344620494,0.796333124488794,1.1688689190099537,1.2397500610606065,1.1838510666766422,1.2153931005749374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.5880435820962608,1.5880435820962608,1.4309099607346556,1.3355886216063606,1.2978583571652376,1.3036905317695755,1.3843231999747476,1.315109035294585,1.380689813216839,1.333610188304907,1.388366211006702,1.3403523671075432,1.5068789252239427,1.3938451439232988,1.3117414782954548,1.231323862051413,1.3111191996532638,1.2380855923277632,1.3447278074779958,1.3447278074779958,1.433004044854196,1.2574198310961195,0.9970112627171308,1.11248902592305,1.1757856905037638,1.166159958554561,1.2820000931058508,1.3171046509295308,0.8815450743010783,0.9041692220437064,0.8069080714090909,1.1256329993957874,0.8928965744525156,1.158279724133644,1.1297023488594853,1.004714492743235,1.1624055205743966,1.034997316970046,1.203927669904429,1.1217745800097625,1.0775999973394934,0.98487813466687,1.2699248176091107,1.0780501356145171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.5783022582692312,1.5783022582692312,1.340574990345217,1.207008366389689,1.3085871345023141,1.3909723329307608,1.3194325375242424,1.3102682905741934,1.4091261457816224,1.333303405396646,1.3859060276149562,1.2594455872405377,1.354494667358059,1.3245033847568999,1.3371089938905678,1.4905633752488705,1.5069628534815394,1.3523618260536328,1.4486969514652364,1.2239937634871565,1.1006788754286712,1.1846277684391024,1.2894206421275949,1.3712451389813047,1.1689676255127237,1.3052674076450217,1.153122921489802,1.3991520266134754,1.333717702550644,0.9341074410263788,0.8612627363063083,0.84172949676876,0.8762309112125753,1.0850854508404837,0.9783908846271968,1.1098857940460616,1.284813550914588,1.1603260596674805,0.9976569603863746,0.9745521301679382,1.1181983047036672,0.7551479413820484,0.7782966155620359,0.6724892173837125,1.140676255358274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.4464280177587598,1.4464280177587598,1.3953092918875003,1.5404296091613583,1.3823599014852477,1.5305194299949223,1.4856941092483216,1.5809330004822957,1.3692462176678257,1.3225933846180804,1.3417120970136711,1.1859778675858583,1.153309435370249,1.2764265358334903,1.3631326934426171,1.255168349650261,1.4691599022331,1.4741098073549566,1.4468133192980217,1.5123195914161298,0.9999094507917632,0.8409227055812366,0.8409227055812366,1.1729431692910242,1.0397438411831603,1.0584798310905992,1.071328854136434,0.8841428275101009,1.168781418829493,0.9788942693033308,0.7025578525387651,0.5647296201858286,0.5953967485191619,0.5664533592563413,0.8845411415262514,0.8572595784828855,1.3098099456805494,0.930717234386505,1.2417272173689016,1.0344874864322064,1.0131916595978794,1.0848805985190637,0.925198316880936,0.975072922488185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.1981131158146001,1.1981131158146001,1.0841306734719711,1.1357059549206352,1.3307559918119662,1.4341580988569875,1.4235323934240791,1.4358917100863704,1.441552774317712,1.3284177642326551,1.2738643268154353,1.3537971721875466,1.188984092128313,1.0610374111542868,1.0511302090907841,1.150937175693064,1.453382893464264,1.5472158670482241,1.5472158670482241,1.4626290096000107,1.3540067666075557,1.5225286986365192,1.2989787951194258,0.9006151872582054,1.0649022371036376,0.9369707075182596,1.2380028858096996,1.361496669237873,1.3488553223148148,1.1044492943596975,0.9640052758344988,0.9568193095794959,0.9860050365689058,0.945279061342312,0.8789959929814241,0.9630164328753636,1.1114204480369634,1.1661106920037545,1.136130689688875,1.1327943437035626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.4600677651908711,1.4600677651908711,1.1859124075869525,1.1360658416995064,1.151020060022692,1.3721397604382108,1.352326192207116,1.3376172203675072,1.4524220910828047,1.395346153539216,1.3948829148506912,1.2689840647950734,1.1844580437132572,1.308685449477419,1.3243541869433466,1.2780312576100132,1.2968464319842234,1.433077310675173,1.4594024150654057,1.3284375954417251,1.3398674171453586,1.524405200955559,1.2231892802985165,1.1247437750607032,1.1184205709067598,1.0996057785835274,1.224944221765346,1.1184840544800894,1.2259612634343893,0.9525740106798144,0.8325852163133998,1.15751006844302,1.20580379210596,1.2647412801285478,1.1569346636646682,0.9631163660694998,0.8608570148568929,0.9523690955328836,1.130006455321911,1.2036716962725578,1.2020507710101014,1.1832689442628368,1.2953922536925506,1.2171762687807446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.5359216741134083,1.5359216741134083,1.4090561733995726,1.3901516442222912,1.4049272287705574,1.4112113470909708,1.4389376015918525,1.375427604541667,1.5450442889305551,1.4922361859338578,1.4344264374087787,1.4380331566662523,1.3973779363472802,1.2146761221518978,1.0183189396346548,1.1102825519733948,1.2193286329091548,1.3044258905265815,1.4089688229289976,1.5693528150665268,1.3048088790605148,1.2945732460655894,1.2820597786125605,1.2183292199255362,1.232072194167527,1.1963632664279131,1.1725369818371243,1.1221082108878204,0.93881238685562,1.0525296269004163,0.8638267897686097,0.9471377035399036,0.8836883438636793,1.119134791348055,1.1335953852525256,1.1707390836816107,0.6429578120029239,0.5506315875404805,0.5491929767071472,1.0473930470410533,1.1952203185199592,1.1971627195919412,1.1489446671044177,1.0661456591525569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.4517656648408028,1.4517656648408028,1.3366748802932067,1.1204577924357948,1.072710540448055,1.1143199428976982,1.12247726062264,1.1405987455468822,1.3060454905468823,1.196593908198739,1.2270278670750323,1.2249277988295453,1.4108295128827124,1.4294016757223766,1.362590608990932,1.3241927417215549,1.3521491733311408,1.348107893440989,1.2939175508147165,1.4642571119099888,1.2949800026685967,1.3332015085469942,1.1274586371612516,1.0990426127990638,1.0353870320013567,1.0905293822527784,1.2528724959769697,1.1065400956020208,1.1132535636213443,0.987050419623686,1.1382221284037628,1.055285515028083,1.1425394535400732,1.2023462560389362,0.9804715266299728,0.9949118468511584,1.078752934601725,0.6919968705301477,0.6732794964008516,0.6639902139392839,0.9860833455567792,1.16375488447164,1.1285921721686183,1.0478489097044579,1.064119804083017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.4561324938754578,1.4561324938754578,1.4247931504642857,1.426415362012266,1.2567738536861477,1.4613930093139698,1.3713045282843432,1.3219466484084812,1.3843083583797124,1.4450830596835234,1.5449525122466117,1.4419157706816592,1.4871107569128776,1.5074448286420885,1.4028046145564432,1.3663647615889647,1.36080046125398,1.2714983283227386,1.3328540922252987,1.330815762544725,1.4020726594708854,1.2713612670448908,1.3445067022166841,1.3697178379177375,1.3861728869259045,1.2019527136611723,1.1475574267386364,0.8257838388168346,0.9046531277683428,0.9369035155088444,0.9045883304866852,1.0423425678719989,1.0704375508871795,1.095588118663415,1.1541075789170223,0.8968016863034861,1.167030763547261,1.0073565904542887,0.8074292791085693,0.8041375627599936,0.731632108151298,0.9962777272630772,1.1887551107921397,1.2969751383663026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmodel,amazon,1.437745527908886,1.437745527908886,1.3059675591857145,1.1646365602387658,1.132360732568621,1.0566946619703301,1.0859246471124813,1.3221761817315891,1.3729618630359972,1.4902588386821836,1.48798405197385,1.437064254526241,1.544647929177759,1.5716066678467873,1.5554109439659092,1.506891847524351,1.2352240053147725,1.4283318068174555,1.304961847378176,1.2635668892505167,1.3792900720448429,1.5324195835435397,1.2904778629642857,1.3732698126325291,1.2629380576911626,0.9019249378259518,1.1891241582459604,1.1192046101062902,1.3802696452781562,1.3141662571211978,1.1736593455663673,0.9502599134879618,1.1719707876125542,1.0273727678494948,1.052399747052338,0.9440769305929486,1.008287929955534,1.1247793207329382,1.0979189371816291,1.0907541105730079,0.9373613808430296,0.9274988292729004,1.0386141173900545,1.1173716154657405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
