,time[ms],cpu_load,cpu_scaling_freq
0,0,,
1,100,0.9567567567567568,
2,200,0.9774011299435028,
3,300,0.9069767441860463,
4,400,0.8853503184713376,
5,500,0.875,
6,600,0.9310344827586208,
7,700,0.8666666666666667,
8,800,0.7647058823529411,
9,900,0.7916666666666666,
10,1000,0.8920454545454546,
11,1100,0.7698412698412699,
12,1200,0.7923497267759563,
13,1300,0.8931297709923665,
14,1400,0.8181818181818182,
15,1500,0.8527607361963192,
16,1600,0.8136645962732919,
17,1700,0.6870748299319728,
18,1800,0.7555555555555555,
19,1900,0.4642857142857143,
20,2000,0.6226415094339622,
21,2100,0.6209150326797386,
22,2200,0.648,
23,2300,0.5842105263157895,
24,2400,0.5911949685534591,
25,2500,0.5666666666666667,
26,2600,0.6257309941520468,
27,2700,0.6011560693641619,
28,2800,0.6694915254237288,
29,2900,0.71875,
30,3000,0.5454545454545454,
31,3100,0.6768292682926829,
32,3200,0.6894736842105263,
33,3300,0.7209302325581395,
34,3400,0.6829268292682927,
35,3500,0.7194244604316546,
36,3600,0.7028571428571428,
37,3700,0.7222222222222222,
38,3800,0.7016129032258065,
39,3900,0.7234042553191491,
40,4000,0.5643153526970954,
41,4100,0.7179487179487181,
42,4200,0.7607361963190185,
43,4300,0.6871165644171779,
44,4400,0.6643356643356644,
45,4500,0.7197802197802198,
46,4600,0.7382550335570469,
47,4700,0.6447368421052632,
48,4800,0.6614583333333334,
49,4900,0.6519337016574586,
50,5000,0.6521739130434783,
51,5100,0.6363636363636364,
52,5200,0.639751552795031,
53,5300,0.6521739130434783,
54,5400,0.656441717791411,
55,5500,0.6524390243902439,
56,5600,0.6573426573426573,
57,5700,0.5901639344262295,
58,5800,0.6129032258064516,
59,5900,0.5497382198952879,
60,6000,0.5645161290322581,
61,6100,0.4644549763033176,
62,6200,0.6303030303030303,
63,6300,0.6271186440677966,
64,6400,0.6585365853658537,
65,6500,0.5925925925925926,
66,6600,0.5616438356164384,
67,6700,0.5804195804195804,
68,6800,0.639344262295082,
69,6900,0.6285714285714286,
70,7000,0.61875,
71,7100,0.6328125,
72,7200,0.5847953216374269,
73,7300,0.6269430051813472,
74,7400,0.6214689265536724,
75,7500,0.5144508670520231,
76,7600,0.5531914893617021,
77,7700,0.6357615894039735,
78,7800,0.6363636363636364,
79,7900,0.6305732484076433,
80,8000,0.6564885496183206,
0,0,,
1,100,0.95,
2,200,0.9615384615384616,
3,300,0.9333333333333332,
4,400,0.949238578680203,
5,500,0.9597315436241609,
6,600,0.8984771573604061,
7,700,0.7956204379562044,
8,800,0.8647058823529412,
9,900,0.852112676056338,
10,1000,0.5510204081632653,
11,1100,0.7894736842105263,
12,1200,0.7455197132815443,
13,1300,0.8424908424678579,
14,1400,0.8490566037735849,
15,1500,0.8164556962025317,
16,1600,0.8154761904761905,
17,1700,0.7801418439716312,
18,1800,0.6956521739130435,
19,1900,0.6594202898550725,
20,2000,0.65,
21,2100,,
22,2200,,
23,2300,0.6381578947368421,
24,2400,0.6081871345029239,
25,2500,0.6204819277108434,
26,2600,0.6178343949044586,
27,2700,0.6805555555555556,
28,2800,0.6235294117647059,
29,2900,0.7207792207792207,
30,3000,0.6917808219178082,
31,3100,0.7105263157894737,
32,3200,0.4909090909090909,
33,3300,0.6884057971014492,
34,3400,0.7151162790697675,
35,3500,0.7282608695652174,
36,3600,0.7018633540372671,
37,3700,0.7135416666666666,
38,3800,0.6554621848739496,
39,3900,0.7291666666666666,
40,4000,0.6666666666666666,
41,4100,0.6918238993710691,
42,4200,0.6111111111111112,
43,4300,0.657608695652174,
44,4400,0.7041420118343196,
45,4500,0.6859504132231405,
46,4600,0.6756756756756757,
47,4700,0.6751269035532995,
48,4800,0.654320987654321,
49,4900,0.6643356643356644,
50,5000,0.648854961832061,
51,5100,0.6050955414012739,
52,5200,0.6258992805755396,
53,5300,0.5837563451776651,
54,5400,0.592391304347826,
55,5500,0.6227544910179641,
56,5600,0.6302521008403361,
57,5700,0.6074074074074074,
58,5800,0.6105769230769231,
59,5900,0.6013986013986014,
60,6000,0.6136363636363636,
61,6100,0.6730769230769231,
62,6200,0.5660377358490566,
63,6300,0.4226415094339623,
64,6400,0.6176470588235294,
65,6500,0.6058394160583942,
66,6600,0.6623376623376623,
67,6700,0.6335403726708074,
68,6800,0.5605095541401274,
69,6900,0.5822784810126582,
70,7000,0.6160714285714286,
71,7100,0.578125,
72,7200,0.6458333333333334,
73,7300,0.5660377358490566,
74,7400,0.4,
75,7500,0.6187050359712231,
76,7600,0.6,
77,7700,0.5920398009950248,
78,7800,0.6369863013698629,
79,7900,0.6209150326797386,
80,8000,0.6194690265486725,
0,0,,
1,100,0.9310344827586208,
2,200,0.9714285714285714,
3,300,0.9559748427672956,
4,400,0.9302325581395348,
5,500,0.8853503184713376,
6,600,0.9171597633136096,
7,700,0.8782051282051282,
8,800,0.7987012987012987,
9,900,0.6347826086956522,
10,1000,0.8888888888888888,
11,1100,0.8924050632911392,
12,1200,0.7756410256410257,
13,1300,0.768,
14,1400,0.8899521531100478,
15,1500,0.8,
16,1600,0.8205128205128205,
17,1700,0.7725118483412322,
18,1800,0.6690647482014388,
19,1900,0.6521739130434783,
20,2000,0.3487394957983193,
21,2100,0.6397058823529411,
22,2200,0.6521739130434783,
23,2300,0.6582278481012658,
24,2400,0.6214285714285714,
25,2500,0.6242774566473989,
26,2600,0.6305732484076433,
27,2700,0.625,
28,2800,0.6341463414634146,
29,2900,0.6865671641791045,
30,3000,0.5519125683060109,
31,3100,0.5459459459459459,
32,3200,0.722972972972973,
33,3300,0.6730769230769231,
34,3400,0.7203389830508474,
35,3500,0.6990291262135923,
36,3600,0.6705202312138728,
37,3700,0.7142857142857143,
38,3800,0.7183098591549296,
39,3900,0.7239583333333334,
40,4000,0.717741935483871,
41,4100,,
42,4200,,
43,4300,0.7200000000000001,
44,4400,0.6666666666666666,
45,4500,0.6790123456790124,
46,4600,0.6944444444444444,
47,4700,0.7361963190184049,
48,4800,0.6507936507936508,
49,4900,0.65,
50,5000,0.618421052631579,
51,5100,0.6666666666666666,
52,5200,0.6277372262773723,
53,5300,0.6707317073170732,
54,5400,0.631578947368421,
55,5500,0.5562130177514792,
56,5600,0.5960264900662252,
57,5700,0.5254237288135594,
58,5800,0.56,
59,5900,0.6197183098591549,
60,6000,0.6415094339622641,
61,6100,0.5547945205479452,
62,6200,0.5878378378378378,
63,6300,0.6143790849673203,
64,6400,0.6271186440677966,
65,6500,0.655367231638418,
66,6600,0.5586206896551724,
67,6700,0.6074074074074074,
68,6800,0.631578947368421,
69,6900,0.6456692913385826,
70,7000,0.5614035087719298,
71,7100,0.6193548387096774,
72,7200,0.37383177570093457,
73,7300,0.6699029126213593,
74,7400,0.6503067484662577,
75,7500,0.6126760563380281,
76,7600,0.6447368421052632,
77,7700,0.6268656716417911,
78,7800,0.63125,
79,7900,0.7598039215686274,
80,8000,0.75,
81,8100,0.7346938775510204,
0,0,,
1,100,0.9090909090909092,
2,200,0.9496402877697842,
3,300,0.9105263157894736,
4,400,0.8881118881118881,
5,500,0.9298245614035088,
6,600,0.9384615384615383,
7,700,0.9090909090909092,
8,800,0.6963562753036437,
9,900,0.8958333333333334,
10,1000,0.8520710059171598,
11,1100,0.8303030303030303,
12,1200,0.7173913043478259,
13,1300,0.9041095890410958,
14,1400,0.8848920863309353,
15,1500,0.8298969072164949,
16,1600,0.8603351955307262,
17,1700,0.7012987012987013,
18,1800,0.6964285714285714,
19,1900,0.4545454545454545,
20,2000,0.6642857142857143,
21,2100,0.5773809523809523,
22,2200,0.5705128205128205,
23,2300,0.6428571428571429,
24,2400,0.5833333333333334,
25,2500,0.6451612903225806,
26,2600,0.6290322580645161,
27,2700,0.6337209302325582,
28,2800,0.6666666666666666,
29,2900,0.6792452830188679,
30,3000,0.5756097560975609,
31,3100,0.7234042553191491,
32,3200,0.7039473684210527,
33,3300,0.6903225806451613,
34,3400,0.6797752808988764,
35,3500,0.6900584795321637,
36,3600,0.6733333333333333,
37,3700,0.725925925925926,
38,3800,0.703030303030303,
39,3900,0.7272727272727273,
40,4000,0.4628099173553719,
41,4100,0.6805555555555556,
42,4200,0.72,
43,4300,0.7903225806451613,
44,4400,0.6883116883116883,
45,4500,0.7231638418079096,
46,4600,0.7346938775510204,
47,4700,0.6809815950920245,
48,4800,0.7161290322580646,
49,4900,0.6875,
50,5000,0.6052631578947368,
51,5100,0.6296296296296297,
52,5200,0.5869565217391305,
53,5300,0.65,
54,5400,0.5597014925373134,
55,5500,0.5722543352601156,
56,5600,0.5842105263157895,
57,5700,0.5306122448979592,
58,5800,0.5692307692307692,
59,5900,0.6688741721854304,
60,6000,0.5838926174496645,
61,6100,0.5055555555555555,
62,6200,0.5855263157894737,
63,6300,0.582089552238806,
64,6400,0.6263157894736842,
65,6500,0.6269841269841271,
66,6600,0.6073619631901841,
67,6700,0.62,
68,6800,0.5950920245398773,
69,6900,0.5531914893617021,
70,7000,0.4133858267716535,
71,7100,0.6416666666666667,
72,7200,0.6062992125984252,
73,7300,0.6358695652173914,
74,7400,0.6482758620689655,
75,7500,0.6,
76,7600,0.6291390728476821,
77,7700,0.5802469135802469,
78,7800,0.6363636363636364,
79,7900,0.6461538461538462,
80,8000,0.589041095890411,
81,8100,0.37894736842105264,
0,0,,
1,100,0.9705882352941176,
2,200,0.9768786127167629,
3,300,0.93006993006993,
4,400,0.8823529411764706,
5,500,0.8947368421052632,
6,600,0.8858695652173914,
7,700,0.8066666666666666,
8,800,0.8875739644970414,
9,900,0.8794326241134752,
10,1000,0.8282208588957055,
11,1100,0.8424242424242424,
12,1200,0.7225806451612903,
13,1300,0.8324324324324325,
14,1400,0.8461538461538461,
15,1500,0.8873239436619719,
16,1600,0.8333333333333334,
17,1700,0.6666666666666666,
18,1800,0.7414965986394558,
19,1900,0.656934306569343,
20,2000,0.6467065868263473,
21,2100,0.6764705882352942,
22,2200,0.6767676767676768,
23,2300,0.6610169491525424,
24,2400,0.6,
25,2500,0.625,
26,2600,0.6030927835051546,
27,2700,0.6619718309859155,
28,2800,0.7218543046357616,
29,2900,0.7180851063829787,
30,3000,0.7008547008547008,
31,3100,0.6542553191489362,
32,3200,0.7039473684210527,
33,3300,0.726027397260274,
34,3400,0.6823529411764706,
35,3500,0.7179487179487181,
36,3600,0.6382978723404256,
37,3700,0.4416058394160584,
38,3800,0.7214285714285714,
39,3900,0.7085714285714285,
40,4000,0.7210526315789474,
41,4100,0.6727272727272727,
42,4200,0.7686567164179104,
43,4300,0.7430555555555556,
44,4400,0.6853146853146853,
45,4500,0.671957671957672,
46,4600,0.7071428571428572,
47,4700,0.7214285714285714,
48,4800,0.6804123711340206,
49,4900,0.6558441558441559,
50,5000,0.6602564102564102,
51,5100,0.668918918918919,
52,5200,0.6513157894736842,
53,5300,0.6346153846153846,
54,5400,0.6363636363636364,
55,5500,0.6231155778894473,
56,5600,0.4968944099378882,
57,5700,0.6341463414634146,
58,5800,0.6453488372093024,
59,5900,0.5916666666666667,
60,6000,0.6766917293233082,
61,6100,0.6384180790960452,
62,6200,0.6392405063291139,
63,6300,0.6608187134502924,
64,6400,0.7291666666666666,
65,6500,0.6455696202531646,
66,6600,0.6581196581196581,
67,6700,0.616,
