time[ms],cpu_load,cpu_scaling_freq,cpu,sitename,w
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
0,,1708.0,4,chase,1.0
0,,1708.0,4,chase,1.0745248
