time[ms],cpu_load,cpu_scaling_freq
0,,1996.0
100,,
200,,1996.0
300,1.0,1996.0
400,1.0,1996.0
500,0.9166666666666666,1536.0
600,0.1111111111111111,979.0
700,0.3,979.0
800,,
900,,1996.0
1000,0.1,825.0
1100,0.1,1363.0
1200,0.18181818181818182,1996.0
1300,0.1,979.0
1400,,
1500,,1919.5
1600,,
1700,,1843.0
1800,0.23076923076923078,1996.0
1900,0.2,1843.0
2000,0.0,1996.0
2100,,
2200,,1363.0
2300,0.16666666666666666,1996.0
2400,0.18181818181818182,1996.0
2500,0.16666666666666666,1996.0
2600,0.09090909090909091,1747.0
2700,0.15384615384615385,825.0
2800,0.2727272727272727,1996.0
2900,,
3000,,1843.0
3100,,
3200,,1996.0
3300,0.08333333333333333,1996.0
3400,0.08333333333333333,825.0
3500,0.18181818181818182,1747.0
3600,,
3700,,979.0
3800,0.0,1996.0
3900,0.2,1996.0
4000,,
4100,,825.0
4200,0.0,1843.0
4300,0.18181818181818182,1996.0
4400,0.2,1536.0
4500,0.2,1996.0
4600,,
4700,,1536.0
4800,0.07692307692307693,1536.0
4900,0.0,1996.0
5000,0.2,1363.0
5100,0.15384615384615385,825.0
5200,0.0,1363.0
5300,0.2222222222222222,979.0
5400,0.125,1996.0
5500,0.18181818181818182,1536.0
5600,0.125,1996.0
5700,0.1,1747.0
5800,0.2727272727272727,825.0
5900,0.2,1363.0
6000,0.09090909090909091,1363.0
6100,0.0,1843.0
6200,,
6300,,1363.0
6400,0.35714285714285715,1536.0
6500,0.07692307692307693,1747.0
6600,0.1,1996.0
6700,0.09090909090909091,1996.0
6800,0.15384615384615385,825.0
6900,0.2222222222222222,1747.0
7000,,
7100,,1363.0
7200,0.2857142857142857,1363.0
7300,0.1,1363.0
7400,0.1,825.0
7500,0.2222222222222222,1363.0
7600,0.125,1747.0
7700,0.18181818181818182,1996.0
7800,0.0,1363.0
7900,,
8000,,
8100,,1996.0
