time,w
00:45:45:843184,1.6715200000000001
00:45:46:114264,1.6715200000000001
00:45:46:371146,1.54752
00:45:46:655215,1.54752
00:45:46:925704,1.66656
00:45:47:192239,1.66656
00:45:47:468923,1.6764800000000002
00:45:47:760938,1.6764800000000002
00:45:48:002518,1.46816
00:45:48:275559,1.46816
00:45:48:554910,1.06074
00:45:48:830597,1.06074
00:45:49:088640,0.9860400000000001
00:45:49:360358,0.9860400000000001
00:45:49:636267,1.19777
00:45:49:946390,1.19777
00:45:50:167423,0.82335
00:45:50:450558,0.82335
00:45:50:709761,0.9462
00:45:50:994852,0.9462
00:45:51:261333,1.11552
00:45:51:551887,1.11552
00:45:51:800364,0.8715
00:45:52:069469,0.8715
00:45:52:345828,1.1354400000000002
00:45:52:620898,1.1354400000000002
00:45:52:906242,1.06572
00:45:53:150668,1.06572
00:45:53:430300,0.9013800000000001
00:45:53:702085,0.9013800000000001
00:45:53:994191,1.03584
