time,w
00:46:05:457400,1.62688
00:46:05:742106,1.6566400000000001
00:46:05:998048,1.6566400000000001
00:46:06:285950,1.18783
00:46:06:532154,1.18783
00:46:06:845746,1.6715200000000001
00:46:07:086372,1.6715200000000001
00:46:07:359195,1.6715200000000001
00:46:07:627023,1.6715200000000001
00:46:07:897402,1.62688
00:46:08:171867,1.62688
00:46:08:435090,0.8982
00:46:08:712393,0.8982
00:46:08:984898,1.27729
00:46:09:253589,1.27729
00:46:09:527377,1.2226199999999998
00:46:09:798857,1.2226199999999998
00:46:10:069875,0.9561600000000001
00:46:10:344589,0.9561600000000001
00:46:10:613543,0.7485
00:46:10:895513,0.7485
00:46:11:152245,1.21268
00:46:11:420892,1.21268
00:46:11:692546,0.86826
00:46:11:988623,0.86826
00:46:12:231972,1.18524
00:46:12:507197,1.18524
00:46:12:781623,1.29717
00:46:13:105425,1.29717
00:46:13:319371,0.75349
