user,nice,system,idle,iowait,irq,softirq,steal,time
176096,3398,140294,69827732,1220,0,1265,0,17:31:49:652948
176097,3398,140295,69827734,1220,0,1265,0,17:31:49:678851
176098,3398,140295,69827734,1220,0,1265,0,17:31:49:698038
176098,3398,140295,69827735,1220,0,1265,0,17:31:49:718876
176098,3398,140296,69827736,1220,0,1265,0,17:31:49:733904
176098,3398,140297,69827737,1220,0,1265,0,17:31:49:750421
176098,3398,140297,69827737,1220,0,1265,0,17:31:49:765389
176098,3398,140297,69827738,1220,0,1265,0,17:31:49:784054
176098,3398,140298,69827739,1220,0,1265,0,17:31:49:802319
176098,3398,140298,69827739,1220,0,1265,0,17:31:49:817932
176098,3398,140298,69827740,1220,0,1265,0,17:31:49:838117
176098,3398,140298,69827741,1220,0,1265,0,17:31:49:857520
176098,3398,140300,69827742,1220,0,1265,0,17:31:49:874829
176098,3398,140300,69827743,1220,0,1265,0,17:31:49:895536
176098,3398,140302,69827744,1220,0,1265,0,17:31:49:917208
176099,3398,140302,69827745,1220,0,1265,0,17:31:49:933806
176100,3398,140302,69827746,1220,0,1265,0,17:31:49:953363
176100,3398,140302,69827746,1220,0,1265,0,17:31:49:973662
176100,3398,140303,69827747,1220,0,1265,0,17:31:49:994974
176100,3398,140304,69827748,1220,0,1265,0,17:31:50:016976
176100,3398,140305,69827749,1220,0,1265,0,17:31:50:036305
176100,3398,140305,69827750,1220,0,1265,0,17:31:50:057266
176100,3398,140307,69827750,1220,0,1265,0,17:31:50:080223
176100,3398,140307,69827751,1220,0,1265,0,17:31:50:097656
176101,3398,140307,69827752,1220,0,1265,0,17:31:50:113812
176101,3398,140308,69827753,1220,0,1265,0,17:31:50:132634
176101,3398,140308,69827753,1220,0,1265,0,17:31:50:148318
176101,3398,140309,69827754,1220,0,1265,0,17:31:50:166878
176101,3398,140309,69827755,1220,0,1265,0,17:31:50:185294
176102,3398,140310,69827756,1220,0,1265,0,17:31:50:204023
176102,3398,140311,69827756,1220,0,1265,0,17:31:50:224901
176102,3398,140311,69827757,1220,0,1265,0,17:31:50:242188
176102,3398,140312,69827758,1220,0,1265,0,17:31:50:258501
176103,3398,140312,69827758,1220,0,1265,0,17:31:50:275470
176103,3398,140312,69827759,1220,0,1265,0,17:31:50:292895
176103,3398,140313,69827760,1220,0,1265,0,17:31:50:316900
176104,3398,140314,69827761,1220,0,1265,0,17:31:50:333873
176104,3398,140315,69827762,1220,0,1265,0,17:31:50:351769
176104,3398,140315,69827762,1220,0,1265,0,17:31:50:368783
176104,3398,140316,69827763,1220,0,1265,0,17:31:50:385364
176104,3398,140316,69827764,1220,0,1265,0,17:31:50:398108
176104,3398,140317,69827765,1220,0,1265,0,17:31:50:417404
176104,3398,140318,69827765,1220,0,1265,0,17:31:50:432137
176104,3398,140318,69827766,1220,0,1265,0,17:31:50:450008
176104,3398,140320,69827767,1220,0,1265,0,17:31:50:473971
176104,3398,140320,69827768,1220,0,1265,0,17:31:50:495648
176104,3398,140320,69827769,1220,0,1265,0,17:31:50:512946
176104,3398,140320,69827769,1220,0,1265,0,17:31:50:527421
176104,3398,140321,69827770,1220,0,1265,0,17:31:50:541459
176104,3398,140321,69827771,1220,0,1265,0,17:31:50:561862
176104,3398,140321,69827772,1220,0,1265,0,17:31:50:582690
176104,3398,140322,69827772,1220,0,1265,0,17:31:50:596762
176104,3398,140323,69827773,1220,0,1265,0,17:31:50:621647
176104,3398,140324,69827774,1220,0,1265,0,17:31:50:636470
176105,3398,140325,69827775,1220,0,1265,0,17:31:50:656978
176105,3398,140327,69827776,1220,0,1265,0,17:31:50:675957
176105,3398,140327,69827777,1220,0,1265,0,17:31:50:690834
176105,3398,140328,69827777,1220,0,1265,0,17:31:50:711334
176105,3398,140328,69827778,1220,0,1265,0,17:31:50:732112
176105,3398,140329,69827779,1220,0,1265,0,17:31:50:750145
176105,3398,140330,69827780,1220,0,1265,0,17:31:50:767085
176105,3398,140330,69827781,1220,0,1265,0,17:31:50:786111
176105,3398,140332,69827781,1220,0,1265,0,17:31:50:802713
176105,3398,140333,69827782,1220,0,1265,0,17:31:50:822059
176105,3398,140334,69827783,1220,0,1265,0,17:31:50:841611
176105,3398,140335,69827783,1220,0,1265,0,17:31:50:858750
176105,3398,140335,69827784,1220,0,1265,0,17:31:50:879326
176105,3398,140336,69827785,1220,0,1265,0,17:31:50:897147
176106,3398,140337,69827786,1220,0,1265,0,17:31:50:914129
176107,3398,140337,69827786,1220,0,1265,0,17:31:50:933682
176107,3398,140337,69827787,1220,0,1265,0,17:31:50:952698
176108,3398,140337,69827788,1220,0,1265,0,17:31:50:971129
176108,3398,140337,69827789,1220,0,1265,0,17:31:50:989791
176108,3398,140338,69827790,1220,0,1265,0,17:31:51:006187
176108,3398,140339,69827790,1220,0,1265,0,17:31:51:021825
176108,3398,140340,69827791,1220,0,1265,0,17:31:51:039123
176108,3398,140340,69827791,1220,0,1265,0,17:31:51:055160
176108,3398,140340,69827792,1220,0,1265,0,17:31:51:074047
176108,3398,140341,69827793,1220,0,1265,0,17:31:51:091299
176108,3398,140342,69827793,1220,0,1265,0,17:31:51:107754
176108,3398,140342,69827794,1220,0,1265,0,17:31:51:122554
176108,3398,140343,69827795,1220,0,1265,0,17:31:51:141596
176108,3398,140343,69827796,1220,0,1265,0,17:31:51:160404
176108,3398,140345,69827797,1220,0,1265,0,17:31:51:183550
176108,3398,140345,69827797,1220,0,1265,0,17:31:51:204539
176108,3398,140347,69827799,1220,0,1265,0,17:31:51:224646
176108,3398,140348,69827799,1220,0,1265,0,17:31:51:240880
176109,3398,140349,69827800,1220,0,1265,0,17:31:51:264062
176109,3398,140349,69827801,1220,0,1265,0,17:31:51:278924
176109,3398,140350,69827802,1220,0,1265,0,17:31:51:293345
176109,3398,140351,69827803,1220,0,1265,0,17:31:51:313000
176109,3398,140352,69827803,1220,0,1265,0,17:31:51:329813
176109,3398,140354,69827804,1220,0,1265,0,17:31:51:343687
176109,3398,140354,69827806,1220,0,1265,0,17:31:51:369145
176109,3398,140355,69827806,1220,0,1265,0,17:31:51:389156
176109,3398,140356,69827807,1220,0,1265,0,17:31:51:409188
176109,3398,140356,69827808,1220,0,1265,0,17:31:51:431081
176109,3398,140357,69827809,1220,0,1265,0,17:31:51:449818
176109,3398,140358,69827810,1220,0,1265,0,17:31:51:466925
176109,3398,140358,69827810,1220,0,1265,0,17:31:51:485128
176109,3398,140359,69827811,1220,0,1265,0,17:31:51:502071
176109,3398,140359,69827812,1220,0,1265,0,17:31:51:518099
176109,3398,140359,69827812,1220,0,1265,0,17:31:51:539290
176109,3398,140360,69827813,1220,0,1265,0,17:31:51:554372
176109,3398,140361,69827814,1220,0,1265,0,17:31:51:574813
176109,3398,140361,69827815,1220,0,1265,0,17:31:51:590855
176110,3398,140361,69827815,1220,0,1265,0,17:31:51:607410
176110,3398,140361,69827816,1220,0,1265,0,17:31:51:625546
176110,3398,140363,69827817,1220,0,1265,0,17:31:51:644567
176110,3398,140363,69827818,1220,0,1265,0,17:31:51:662656
176110,3398,140363,69827818,1220,0,1265,0,17:31:51:679660
176111,3398,140364,69827819,1220,0,1265,0,17:31:51:705979
176111,3398,140365,69827820,1220,0,1265,0,17:31:51:721879
176111,3398,140367,69827821,1220,0,1265,0,17:31:51:747443
176112,3398,140368,69827822,1220,0,1265,0,17:31:51:763743
176112,3398,140369,69827823,1220,0,1265,0,17:31:51:787195
176112,3398,140370,69827823,1220,0,1265,0,17:31:51:802081
176112,3398,140370,69827824,1220,0,1265,0,17:31:51:819490
176112,3398,140370,69827825,1220,0,1265,0,17:31:51:836025
176112,3398,140370,69827825,1220,0,1265,0,17:31:51:852637
176112,3398,140371,69827826,1220,0,1265,0,17:31:51:870480
176112,3398,140372,69827827,1220,0,1265,0,17:31:51:892393
176112,3398,140372,69827828,1220,0,1265,0,17:31:51:910294
176112,3398,140373,69827829,1220,0,1265,0,17:31:51:931429
176112,3398,140373,69827829,1220,0,1265,0,17:31:51:950368
176113,3398,140374,69827830,1220,0,1265,0,17:31:51:963021
176113,3398,140375,69827830,1220,0,1265,0,17:31:51:979111
176113,3398,140376,69827831,1220,0,1265,0,17:31:52:004689
176113,3398,140377,69827832,1220,0,1265,0,17:31:52:022704
176113,3398,140378,69827833,1220,0,1265,0,17:31:52:037675
176113,3398,140379,69827833,1220,0,1265,0,17:31:52:053998
176113,3398,140379,69827834,1220,0,1265,0,17:31:52:074178
176113,3398,140379,69827835,1220,0,1265,0,17:31:52:091766
176113,3398,140380,69827836,1220,0,1265,0,17:31:52:107511
176113,3398,140380,69827836,1220,0,1265,0,17:31:52:126001
176113,3398,140381,69827837,1220,0,1265,0,17:31:52:147484
176113,3398,140382,69827838,1220,0,1265,0,17:31:52:162807
176113,3398,140383,69827838,1220,0,1265,0,17:31:52:179370
176113,3398,140384,69827839,1220,0,1265,0,17:31:52:196031
176113,3398,140385,69827840,1220,0,1265,0,17:31:52:213641
176113,3398,140385,69827841,1220,0,1265,0,17:31:52:230237
176113,3398,140386,69827841,1220,0,1265,0,17:31:52:250752
176113,3398,140387,69827842,1220,0,1265,0,17:31:52:271424
176113,3398,140388,69827843,1220,0,1265,0,17:31:52:291521
176113,3398,140388,69827844,1220,0,1265,0,17:31:52:309229
176113,3398,140389,69827845,1220,0,1265,0,17:31:52:327128
176113,3398,140390,69827846,1220,0,1265,0,17:31:52:344866
176113,3398,140391,69827846,1220,0,1265,0,17:31:52:363557
176113,3398,140392,69827847,1220,0,1265,0,17:31:52:380490
176113,3398,140392,69827848,1220,0,1265,0,17:31:52:407028
176113,3398,140392,69827849,1220,0,1265,0,17:31:52:420154
176113,3398,140392,69827850,1220,0,1265,0,17:31:52:438336
176113,3398,140394,69827850,1220,0,1265,0,17:31:52:453639
176113,3398,140394,69827851,1220,0,1265,0,17:31:52:469937
176113,3398,140394,69827852,1220,0,1265,0,17:31:52:488133
176113,3398,140394,69827853,1220,0,1265,0,17:31:52:507385
176114,3398,140394,69827853,1220,0,1265,0,17:31:52:522169
176114,3398,140395,69827855,1220,0,1265,0,17:31:52:548737
176114,3398,140396,69827856,1220,0,1265,0,17:31:52:571989
176114,3398,140396,69827856,1220,0,1265,0,17:31:52:587815
176114,3398,140398,69827857,1220,0,1265,0,17:31:52:604962
176114,3398,140398,69827858,1220,0,1265,0,17:31:52:621318
176115,3398,140398,69827859,1220,0,1265,0,17:31:52:637063
176115,3398,140399,69827859,1220,0,1265,0,17:31:52:652367
176115,3398,140399,69827860,1220,0,1265,0,17:31:52:666987
176116,3398,140399,69827861,1220,0,1265,0,17:31:52:683718
176116,3398,140400,69827861,1220,0,1265,0,17:31:52:703635
176116,3398,140401,69827862,1220,0,1265,0,17:31:52:722260
176116,3398,140402,69827863,1220,0,1265,0,17:31:52:739994
176117,3398,140403,69827863,1220,0,1265,0,17:31:52:757166
176118,3398,140403,69827864,1220,0,1265,0,17:31:52:774435
176118,3398,140404,69827865,1220,0,1265,0,17:31:52:798267
176119,3398,140404,69827866,1220,0,1265,0,17:31:52:816918
176119,3398,140405,69827867,1220,0,1265,0,17:31:52:835555
176119,3398,140406,69827868,1220,0,1265,0,17:31:52:851819
176119,3398,140407,69827869,1220,0,1265,0,17:31:52:872668
176119,3398,140409,69827869,1220,0,1265,0,17:31:52:892676
176119,3398,140409,69827870,1220,0,1265,0,17:31:52:910996
176119,3398,140409,69827871,1220,0,1265,0,17:31:52:926503
176119,3398,140409,69827872,1220,0,1265,0,17:31:52:942788
176119,3398,140409,69827873,1220,0,1265,0,17:31:52:962625
176119,3398,140409,69827874,1220,0,1265,0,17:31:52:987379
176119,3398,140410,69827875,1220,0,1265,0,17:31:53:001504
176119,3398,140411,69827876,1220,0,1265,0,17:31:53:018896
176120,3398,140412,69827876,1220,0,1265,0,17:31:53:039331
176120,3398,140412,69827877,1220,0,1265,0,17:31:53:059530
176120,3398,140413,69827878,1220,0,1265,0,17:31:53:077905
176121,3398,140413,69827878,1220,0,1265,0,17:31:53:098540
176122,3398,140414,69827879,1220,0,1265,0,17:31:53:120288
176122,3398,140414,69827880,1220,0,1265,0,17:31:53:136072
176122,3398,140414,69827881,1220,0,1265,0,17:31:53:149565
176122,3398,140414,69827882,1220,0,1265,0,17:31:53:163110
176122,3398,140415,69827882,1220,0,1265,0,17:31:53:181800
176122,3398,140415,69827883,1220,0,1265,0,17:31:53:198960
176123,3398,140416,69827883,1220,0,1265,0,17:31:53:212784
176124,3398,140416,69827884,1220,0,1265,0,17:31:53:233401
176124,3398,140417,69827885,1220,0,1265,0,17:31:53:247705
176124,3398,140418,69827886,1220,0,1265,0,17:31:53:263334
176124,3398,140418,69827887,1220,0,1265,0,17:31:53:284755
176124,3398,140419,69827888,1220,0,1265,0,17:31:53:308050
176125,3398,140420,69827889,1220,0,1265,0,17:31:53:327120
176125,3398,140420,69827890,1220,0,1265,0,17:31:53:345641
176125,3398,140421,69827890,1220,0,1265,0,17:31:53:368368
176125,3398,140422,69827891,1220,0,1265,0,17:31:53:385499
176125,3398,140423,69827892,1220,0,1265,0,17:31:53:406214
176125,3398,140423,69827893,1220,0,1265,0,17:31:53:422228
176125,3398,140423,69827894,1220,0,1265,0,17:31:53:444984
176125,3398,140425,69827895,1220,0,1265,0,17:31:53:457976
176125,3398,140426,69827896,1220,0,1265,0,17:31:53:489465
176125,3398,140426,69827897,1220,0,1265,0,17:31:53:510182
176125,3398,140427,69827898,1220,0,1265,0,17:31:53:531141
176125,3398,140428,69827899,1220,0,1265,0,17:31:53:546867
176125,3398,140428,69827899,1220,0,1265,0,17:31:53:567339
176125,3398,140428,69827900,1220,0,1265,0,17:31:53:582762
176125,3398,140429,69827901,1220,0,1265,0,17:31:53:602497
176125,3398,140430,69827902,1220,0,1265,0,17:31:53:618316
176125,3398,140431,69827903,1220,0,1265,0,17:31:53:640006
176126,3398,140431,69827904,1220,0,1265,0,17:31:53:660267
176126,3398,140432,69827904,1220,0,1265,0,17:31:53:676623
176126,3398,140433,69827905,1220,0,1265,0,17:31:53:695896
176126,3398,140434,69827906,1220,0,1265,0,17:31:53:721996
176126,3398,140436,69827907,1220,0,1265,0,17:31:53:739852
176126,3398,140436,69827908,1220,0,1265,0,17:31:53:761721
176126,3398,140437,69827909,1220,0,1265,0,17:31:53:781152
176126,3398,140437,69827910,1220,0,1265,0,17:31:53:802594
176126,3398,140438,69827911,1220,0,1265,0,17:31:53:817727
176126,3398,140438,69827911,1220,0,1265,0,17:31:53:833587
176126,3398,140438,69827912,1220,0,1265,0,17:31:53:851284
176126,3398,140438,69827913,1220,0,1265,0,17:31:53:870804
176126,3398,140439,69827914,1220,0,1265,0,17:31:53:889840
176126,3398,140440,69827914,1220,0,1265,0,17:31:53:905986
176127,3398,140441,69827915,1220,0,1265,0,17:31:53:922516
176127,3398,140442,69827916,1220,0,1265,0,17:31:53:939824
176127,3398,140442,69827916,1220,0,1265,0,17:31:53:956535
176127,3398,140444,69827917,1220,0,1265,0,17:31:53:973955
176127,3398,140444,69827918,1220,0,1265,0,17:31:53:989709
176127,3398,140445,69827918,1220,0,1265,0,17:31:54:005337
176127,3398,140446,69827919,1220,0,1265,0,17:31:54:023687
176127,3398,140446,69827920,1220,0,1265,0,17:31:54:042228
176127,3398,140446,69827920,1220,0,1265,0,17:31:54:060844
176127,3398,140446,69827921,1220,0,1265,0,17:31:54:085566
176127,3398,140446,69827922,1220,0,1265,0,17:31:54:100769
176127,3398,140447,69827923,1220,0,1265,0,17:31:54:120730
176127,3398,140447,69827924,1220,0,1265,0,17:31:54:136865
176127,3398,140448,69827925,1220,0,1265,0,17:31:54:152605
176127,3398,140450,69827925,1220,0,1265,0,17:31:54:168786
176127,3398,140451,69827926,1220,0,1265,0,17:31:54:183928
176127,3398,140452,69827927,1220,0,1265,0,17:31:54:200877
