,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,page
0,0.4148341134582112,0.6901612773882095,0.6168828897835358,0.07698361121788833,0.6751824606763606,1.0,0.7736669312931084,0.0732379363161966,0.6823758975427328,0.8022689702326857,0.4570663744810286,0.5476725400494589,0.4443592983132731,0.20609779566299608,0.6842546722336147,0.8871547141359047,0.6106469924176066,0.0503812860116178,0.5909621481906764,0.6638540777831498,0.5646261781438804,0.5708965321117357,0.2863623635754096,0.30940884207118285,0.7437874664926375,0.90520887879994,0.6078525952883868,0.10947973225825071,0.7204510730280843,0.8512471644935847,0.520744779230909,0.3338458798357364,1
1,0.5923566928295639,0.6159963972704993,0.8218067005373643,0.8159499460458215,0.5707734176102304,0.5326157585277248,0.6255890228946379,0.8473167452526527,0.7520568621566811,0.6651237862318419,0.751210515474303,0.59184403262984,0.5894675224405034,0.6430646426696913,0.8600201840089394,0.9052149965807599,0.5514627592814848,0.3953170706920358,0.4968767388805208,0.8799707019031487,1.0,0.675046810811693,0.6107591300654884,0.5726928797856428,0.6953312905767985,0.6927756805514357,0.7902570848569268,0.9357077098154021,0.5975464960144955,0.41295257762751214,0.5670244954568396,0.8206197296880229,1
2,0.5614154934402227,0.5582540930635239,0.8776032691344338,0.9799739710106304,0.715844895050271,0.6452034394235989,0.7540829481760681,0.8682334964289565,0.5877249316106445,0.5094304491798183,0.966876084690018,0.9343895989616634,0.7790316451035822,0.5500355424307098,0.5947554291354687,0.7973779169305129,0.717395925098513,0.760081111183245,0.7840715478969511,0.9154133796362417,0.7951170860804821,0.3559401840958983,0.6320649645232538,0.9421457384351025,0.9691297959560772,0.5927532012762544,0.7219001733726889,1.0,0.645299290053343,0.49787678399063634,0.6921765731546556,0.8016224602508586,1
3,0.6478326023993998,0.6277874607826489,0.8015795430135222,0.8524341632113491,0.6798944882735225,0.6967602933048074,0.6965736889034926,0.7055339932762896,0.6193614895208903,0.5334515962767575,0.8608736979631648,0.9258875781377172,0.7762712636798643,0.6524322364013292,0.5288067901007161,0.6851559341659517,0.8174884442108561,0.8522902799424177,0.7387776632543585,0.5178724840746838,0.7427369552694908,0.8461908200044096,0.6748330601088114,0.5566241514220902,0.7501155882041207,1.0,0.8325136520531936,0.540716594643174,0.6895592028184536,0.6825272421954268,0.6819071358993829,0.7537139035555044,1
4,0.5578252763143049,0.48698078771002873,0.8054216207204281,0.9433283375046779,0.7411563979088501,0.7225088719934222,0.6407282255249581,0.6722041738043978,0.5079649093730186,0.6306847928725494,0.9413934802336623,0.7580954743617748,0.8008262831741466,0.6530269803774125,0.4620440477850087,0.5902141217457092,0.6996583296568122,0.8916457781263031,0.7299069023052224,0.8054517098883959,0.7538466966895524,0.3607414994638007,0.5611264712320269,0.7402741118857343,0.8822988580629612,0.7651163536219584,0.6813677983040671,0.8211873514036213,0.5300031353349768,0.5128527381002932,0.6010145893943558,0.7487326903399872,1
5,0.8618559993963517,0.8788566305677431,0.9050479551636912,0.6202516378365288,0.28620095161372827,0.6064122403048239,0.7814036182443986,0.8884284689198505,0.9522472665806552,0.7558354920156464,0.7246859382163298,0.6074777574415927,0.46234914030185503,0.4921785696070728,0.601721142456775,0.9453140686668547,0.9142740382642648,0.692540826983581,0.7474094574972796,0.6168306677378799,0.5164171729287368,0.4075756239174235,0.6410539242318922,0.9999999999999998,0.869239392865423,0.811585679010404,0.7654519915599033,0.6041982772739923,0.6496633533483804,0.4893930404467944,0.6419494757096319,0.9645175771548202,1
6,0.7139726444775072,0.6392027874708494,0.9325529755396259,0.9442308264375173,0.5498008081613103,0.8500442432569829,0.9693950374074753,0.8754620131481897,0.6259910773794858,0.5388194642741604,0.8745364152461712,0.9536854723930169,0.9725651782110657,0.8146611890546869,0.4151030293206913,0.74367097816863,0.8544821160361386,0.8357556850667232,0.9519168055101485,0.6305815905888694,0.7535906926522582,0.8908144636701334,0.676226155643978,0.7059015059237097,0.8417799197733685,1.0,0.7770920747770664,0.5338496904070638,0.7864156606821803,0.8230575874647698,0.9959946866333916,0.8719549177920362,1
7,0.6604839267463931,0.6914369789203824,1.0,0.9003967579564146,0.457992206478365,0.6430956531262948,0.6166036258643831,0.7207349687050502,0.7482920136340075,0.5191590969861388,0.7060644373214149,0.754898055197399,0.8176656846074617,0.7011654188530829,0.3367582136015967,0.5914872861185516,0.6469508407118207,0.5595547041551079,0.48556396738451457,0.49677543926344825,0.7928643955071117,0.6383723532475614,0.441105758275675,0.6124400122572774,0.47563639672252256,0.6291438646091204,0.5257825367743542,0.23474932327973416,0.3696376349157443,0.47036064236818054,0.6466420501654602,0.6086373696664855,1
8,0.9115839032234344,0.8945637635945578,0.8687183722071274,0.5592260150727353,0.23593649660183116,0.5138687386719814,0.6707254973519376,0.7271858699222464,0.869229923569918,0.8704767959949805,0.7368070827363251,0.658952435089211,0.5297600137061377,0.5642451372554204,0.7793967677020693,0.8659120627223704,0.783707634620099,0.8194380380624252,0.7514648724869529,0.5363501572846683,0.27485134909557646,0.619572915491739,0.8738003631248867,0.9558915141356448,0.8808694515443996,0.8157413027417969,0.7671726915302531,0.46286879818607707,0.3601474086840096,0.6019725813436573,0.6501429748987461,0.8088327566063777,1
9,0.7264980444864922,0.7412160764224289,0.8322590885039943,0.8126359544175613,0.6695855270406916,0.8001642797046671,0.9492760966103253,0.7994165302128252,0.5751051125037163,0.6097790479425088,0.8747556842472143,0.9589621207365443,0.6816465115323502,0.6493967863740786,0.8393940899054513,0.7517084490489899,0.6651497617898957,0.7120686378200569,0.7158255201248298,0.7507168917521655,0.8156904265739285,0.8142659910298627,0.7473623080263486,0.6645980831013639,0.733067535987453,0.7834085534756416,0.6640912573419943,0.8152578913449008,1.0,0.7508890385132705,0.5389073084748354,0.8459641232913127,1
