time[ms],cpu_load,cpu_scaling_freq
0,,
100,0.9655172413793104,
200,0.8538461538461538,
300,0.8472906403940886,
400,0.953757225433526,
500,0.9375,
600,0.9047619047619048,
700,0.8048780487804879,
800,0.8609625668449198,
900,0.7619047619047619,
1000,0.9261363636363636,
1100,0.8246753246753247,
1200,0.70625,
1300,0.6830985915492958,
1400,0.6296296296296297,
1500,0.5909090909090909,
1600,0.6030534351145038,
1700,0.5629139072847682,
1800,0.6083916083916084,
1900,0.6,
2000,0.5952380952380952,
2100,0.6129032258064516,
2200,0.6546762589928058,
2300,0.6,
2400,0.6212121212121212,
2500,0.5846153846153846,
2600,0.5531914893617021,
2700,0.6204379562043796,
2800,0.6323529411764706,
2900,0.5755395683453237,
3000,0.6268656716417911,
3100,0.5955056179775281,
3200,0.5535714285714286,
3300,0.625,
3400,0.6310679611650486,
3500,,
3600,,
3700,,
3800,,
3900,,
4000,,
4100,,
4200,0.10877192982456141,
4300,0.6521739130434783,
4400,0.6647398843930635,
4500,0.6090225563909775,
4600,0.6158940397350994,
4700,0.6140350877192983,
4800,0.6242424242424243,
4900,0.6204379562043796,
5000,0.6164383561643836,
5100,0.6493506493506493,
5200,0.5751295336787565,
5300,0.5838150289017341,
5400,0.643312101910828,
5500,0.6083916083916084,
5600,0.6423357664233577,
5700,0.6385542168674698,
5800,0.599009900990099,
5900,0.5869565217391305,
6000,0.6330275229357798,
6100,0.6142857142857143,
6200,0.49074074074074076,
6300,0.6326530612244898,
6400,0.6666666666666666,
6500,0.6369426751592356,
6600,0.6241610738255033,
6700,0.6358974358974359,
6800,0.5945945945945946,
6900,0.6,
7000,0.6230769230769231,
7100,0.5878378378378378,
7200,0.5681818181818182,
7300,0.3574144486692015,
7400,0.6380368098159509,
7500,0.6344827586206897,
7600,0.6330935251798561,
7700,0.6551724137931034,
7800,0.6341463414634146,
7900,0.636986301369863,
