time[ms],cpu_load,cpu_scaling_freq
0,,
100,0.8773584905660378,
200,0.8928571428571429,
300,0.7986577181208053,
400,0.8,
500,0.7747252747252747,
600,0.7044025157232704,
700,0.6046511627906976,
800,0.6521739130434783,
900,0.5451612903225806,
1000,0.9055555555555556,
1100,0.8596491228070176,
1200,0.8296296296296296,
1300,0.8226600985221675,
1400,0.8680555555555556,
1500,0.8928571428571429,
1600,0.8618421052631579,
1700,0.8907103825136612,
1800,,
1900,,
2000,0.7156549520766773,
2100,0.9308176100628931,
2200,0.9565217391304348,
2300,0.8277777777777777,
2400,0.6833333333333333,
2500,0.6741573033707865,
2600,0.6461538461538462,
2700,0.7945205479452054,
2800,0.8181818181818182,
2900,0.875,
3000,0.5617977528089888,
3100,0.5689655172413793,
3200,0.673469387755102,
3300,0.6645161290322581,
3400,0.6578947368421053,
3500,0.6480446927374302,
3600,0.6418918918918919,
3700,0.6444444444444445,
3800,0.6296296296296297,
3900,0.5976331360946746,
4000,0.6938775510204082,
4100,0.4280442804428044,
4200,0.7050359712230215,
4300,0.6418918918918919,
4400,0.685,
4500,0.6612903225806451,
4600,0.6524822695035462,
4700,0.6442953020134228,
4800,0.6357615894039735,
4900,0.67,
5000,0.6906474820143885,
5100,0.8804347826086957,
5200,0.6180555555555556,
5300,0.6404494382022472,
5400,0.6846153846153846,
5500,0.6560509554140127,
5600,0.6368421052631579,
5700,0.6424242424242425,
5800,0.6363636363636364,
5900,0.6036585365853658,
6000,0.65,
6100,0.5714285714285714,
6200,0.5849056603773585,
6300,0.65,
6400,0.6302521008403361,
6500,0.6149068322981367,
6600,0.6363636363636364,
6700,0.6374269005847953,
6800,0.6620689655172414,
6900,0.6495726495726496,
7000,0.6097560975609756,
7100,0.7272727272727273,
7200,0.3448275862068966,
7300,0.65625,
7400,0.6438356164383562,
7500,0.648854961832061,
7600,0.6263736263736264,
7700,0.6462585034013606,
7800,0.6578947368421053,
7900,0.6493506493506493,
8000,0.6538461538461539,
