time,w
13:22:13:439220,2.21064
13:22:13:672379,2.21552
13:22:13:944356,2.21552
13:22:14:255394,2.22914
13:22:14:558949,2.22914
13:22:14:760431,2.22914
13:22:15:029959,2.22914
13:22:15:317708,2.2246
13:22:15:560092,2.2246
13:22:15:841303,2.22914
13:22:16:130938,2.22914
13:22:16:415164,2.22914
13:22:16:644980,2.22914
13:22:16:926351,2.22914
13:22:17:190041,2.22914
13:22:17:512581,2.22914
13:22:17:738740,2.22914
13:22:17:999867,2.2197
13:22:18:277722,2.2197
13:22:18:600079,2.22914
13:22:18:817551,2.22914
13:22:19:095017,2.2197
13:22:19:388063,2.2197
13:22:19:710637,2.22423
13:22:19:896228,2.22423
13:22:20:176010,2.22423
13:22:20:446099,2.22423
13:22:20:710289,2.22914
13:22:20:988481,2.22914
13:22:21:260522,2.2197
